OutputID,OutputName,OutputType,ComponentCategory,Size,OutputTier,ConstructionTime,PlanetTypes,Factions,ResourceType,ProductionSteps,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Ingredient9,Quantity9,Column 28,Column 29,Column 30,Column 31
tow-rig-l-t5,Tow Rig L T5,SHIP_COMPONENTS,UTILITY,L,5,1800,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Tow Rig L T4,1,Quantum Tow System,1,Military Tow Core,1,Enhanced Tow Core,1,,,,,,,,,,,,,,
tow-rig-cap-t1,Tow Rig CAP T1,SHIP_COMPONENTS,UTILITY,CAP,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Capital Tow Grid,1,Quantum Tow System,1,Military Tow Core,1,,,,,,,,,,,,,,,,
tow-rig-cap-t2,Tow Rig CAP T2,SHIP_COMPONENTS,UTILITY,CAP,2,840,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Tow Rig CAP T1,1,Capital Tow Grid,1,Quantum Tow System,1,Military Tow Core,1,,,,,,,,,,,,,,
tow-rig-cap-t3,Tow Rig CAP T3,SHIP_COMPONENTS,UTILITY,CAP,3,1260,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Tow Rig CAP T2,1,Capital Tow Grid,1,Quantum Tow System,1,Military Tow Core,1,,,,,,,,,,,,,,
tow-rig-cap-t4,Tow Rig CAP T4,SHIP_COMPONENTS,UTILITY,CAP,4,1680,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Tow Rig CAP T3,1,Capital Tow Grid,1,Quantum Tow System,1,Military Tow Core,1,,,,,,,,,,,,,,
tow-rig-cap-t5,Tow Rig CAP T5,SHIP_COMPONENTS,UTILITY,CAP,5,2100,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Tow Rig CAP T4,1,Capital Tow Grid,1,Quantum Tow System,1,Military Tow Core,1,,,,,,,,,,,,,,
tow-rig-cmd-t1,Tow Rig CMD T1,SHIP_COMPONENTS,UTILITY,CMD,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Battleship Tow Core,1,Capital Tow Grid,1,Quantum Tow System,1,Military Tow Core,1,,,,,,,,,,,,,,
tow-rig-cmd-t2,Tow Rig CMD T2,SHIP_COMPONENTS,UTILITY,CMD,2,960,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Tow Rig CMD T1,1,Battleship Tow Core,1,Capital Tow Grid,1,Quantum Tow System,1,Military Tow Core,1,,,,,,,,,,,,
tow-rig-cmd-t3,Tow Rig CMD T3,SHIP_COMPONENTS,UTILITY,CMD,3,1440,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Tow Rig CMD T2,1,Battleship Tow Core,1,Capital Tow Grid,1,Quantum Tow System,1,Military Tow Core,1,,,,,,,,,,,,
tow-rig-cmd-t4,Tow Rig CMD T4,SHIP_COMPONENTS,UTILITY,CMD,4,1920,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,5,Tow Rig CMD T3,1,Battleship Tow Core,1,Capital Tow Grid,1,Quantum Tow System,1,Military Tow Core,1,,,,,,,,,,,,
tow-rig-cmd-t5,Tow Rig CMD T5,SHIP_COMPONENTS,UTILITY,CMD,5,2400,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,5,Tow Rig CMD T4,1,Battleship Tow Core,1,Capital Tow Grid,1,Quantum Tow System,1,Military Tow Core,1,,,,,,,,,,,,
tow-rig-class8-t1,Tow Rig CLASS8 T1,SHIP_COMPONENTS,UTILITY,CLASS8,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Titan Tow Matrix,1,Battleship Tow Core,1,Capital Tow Grid,1,Quantum Tow System,1,,,,,,,,,,,,,,
tow-rig-class8-t2,Tow Rig CLASS8 T2,SHIP_COMPONENTS,UTILITY,CLASS8,2,1080,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Tow Rig CLASS8 T1,1,Titan Tow Matrix,1,Battleship Tow Core,1,Capital Tow Grid,1,Quantum Tow System,1,,,,,,,,,,,,
tow-rig-class8-t3,Tow Rig CLASS8 T3,SHIP_COMPONENTS,UTILITY,CLASS8,3,1620,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Tow Rig CLASS8 T2,1,Titan Tow Matrix,1,Battleship Tow Core,1,Capital Tow Grid,1,Quantum Tow System,1,,,,,,,,,,,,
tow-rig-class8-t4,Tow Rig CLASS8 T4,SHIP_COMPONENTS,UTILITY,CLASS8,4,2160,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,5,Tow Rig CLASS8 T3,1,Titan Tow Matrix,1,Battleship Tow Core,1,Capital Tow Grid,1,Quantum Tow System,1,,,,,,,,,,,,
tow-rig-class8-t5,Tow Rig CLASS8 T5,SHIP_COMPONENTS,UTILITY,CLASS8,5,2700,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,5,Tow Rig CLASS8 T4,1,Titan Tow Matrix,1,Battleship Tow Core,1,Capital Tow Grid,1,Quantum Tow System,1,,,,,,,,,,,,
tow-rig-ttn-t1,Tow Rig TTN T1,SHIP_COMPONENTS,UTILITY,TTN,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Singularity Tow Core,1,Titan Tow Matrix,1,Battleship Tow Core,1,Capital Tow Grid,1,,,,,,,,,,,,,,
tow-rig-ttn-t2,Tow Rig TTN T2,SHIP_COMPONENTS,UTILITY,TTN,2,1200,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Tow Rig TTN T1,1,Singularity Tow Core,1,Titan Tow Matrix,1,Battleship Tow Core,1,Capital Tow Grid,1,,,,,,,,,,,,
tow-rig-ttn-t3,Tow Rig TTN T3,SHIP_COMPONENTS,UTILITY,TTN,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Tow Rig TTN T2,1,Singularity Tow Core,1,Titan Tow Matrix,1,Battleship Tow Core,1,Capital Tow Grid,1,,,,,,,,,,,,
tow-rig-ttn-t4,Tow Rig TTN T4,SHIP_COMPONENTS,UTILITY,TTN,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,5,Tow Rig TTN T3,1,Singularity Tow Core,1,Titan Tow Matrix,1,Battleship Tow Core,1,Capital Tow Grid,1,,,,,,,,,,,,
tow-rig-ttn-t5,Tow Rig TTN T5,SHIP_COMPONENTS,UTILITY,TTN,5,3000,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,5,Tow Rig TTN T4,1,Singularity Tow Core,1,Titan Tow Matrix,1,Battleship Tow Core,1,Capital Tow Grid,1,,,,,,,,,,,,
rescue-rig-xxs-t1,Rescue Rig XXS T1,SHIP_COMPONENTS,UTILITY,XXS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Rescue Pod,1,Emergency System,1,,,,,,,,,,,,,,,,,,
rescue-rig-xxs-t2,Rescue Rig XXS T2,SHIP_COMPONENTS,UTILITY,XXS,2,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Rescue Rig XXS T1,1,Rescue Pod,1,Emergency System,1,,,,,,,,,,,,,,,,
rescue-rig-xxs-t3,Rescue Rig XXS T3,SHIP_COMPONENTS,UTILITY,XXS,3,360,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Rescue Rig XXS T2,1,Rescue Pod,1,Emergency System,1,,,,,,,,,,,,,,,,
rescue-rig-xxs-t4,Rescue Rig XXS T4,SHIP_COMPONENTS,UTILITY,XXS,4,480,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,3,Rescue Rig XXS T3,1,Rescue Pod,1,Emergency System,1,,,,,,,,,,,,,,,,
rescue-rig-xxs-t5,Rescue Rig XXS T5,SHIP_COMPONENTS,UTILITY,XXS,5,600,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,3,Rescue Rig XXS T4,1,Rescue Pod,1,Emergency System,1,,,,,,,,,,,,,,,,
rescue-rig-xs-t1,Rescue Rig XS T1,SHIP_COMPONENTS,UTILITY,XS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Rescue Core,1,Life Support,1,Emergency System,1,,,,,,,,,,,,,,,,
rescue-rig-xs-t2,Rescue Rig XS T2,SHIP_COMPONENTS,UTILITY,XS,2,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Rescue Rig XS T1,1,Enhanced Rescue Core,1,Life Support,1,Emergency System,1,,,,,,,,,,,,,,
rescue-rig-xs-t3,Rescue Rig XS T3,SHIP_COMPONENTS,UTILITY,XS,3,540,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Rescue Rig XS T2,1,Enhanced Rescue Core,1,Life Support,1,Emergency System,1,,,,,,,,,,,,,,
rescue-rig-xs-t4,Rescue Rig XS T4,SHIP_COMPONENTS,UTILITY,XS,4,720,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Rescue Rig XS T3,1,Enhanced Rescue Core,1,Life Support,1,Emergency System,1,,,,,,,,,,,,,,
rescue-rig-xs-t5,Rescue Rig XS T5,SHIP_COMPONENTS,UTILITY,XS,5,900,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Rescue Rig XS T4,1,Enhanced Rescue Core,1,Life Support,1,Emergency System,1,,,,,,,,,,,,,,
rescue-rig-s-t1,Rescue Rig S T1,SHIP_COMPONENTS,UTILITY,S,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Rescue Core,1,Life Support,1,Emergency System,1,,,,,,,,,,,,,,,,
rescue-rig-s-t2,Rescue Rig S T2,SHIP_COMPONENTS,UTILITY,S,2,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Rescue Rig S T1,1,Enhanced Rescue Core,1,Life Support,1,Emergency System,1,,,,,,,,,,,,,,
rescue-rig-s-t3,Rescue Rig S T3,SHIP_COMPONENTS,UTILITY,S,3,720,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Rescue Rig S T2,1,Enhanced Rescue Core,1,Life Support,1,Emergency System,1,,,,,,,,,,,,,,
rescue-rig-s-t4,Rescue Rig S T4,SHIP_COMPONENTS,UTILITY,S,4,960,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Rescue Rig S T3,1,Enhanced Rescue Core,1,Life Support,1,Emergency System,1,,,,,,,,,,,,,,
rescue-rig-s-t5,Rescue Rig S T5,SHIP_COMPONENTS,UTILITY,S,5,1200,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Rescue Rig S T4,1,Enhanced Rescue Core,1,Life Support,1,Emergency System,1,,,,,,,,,,,,,,
rescue-rig-m-t1,Rescue Rig M T1,SHIP_COMPONENTS,UTILITY,M,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Military Rescue Core,1,Enhanced Rescue Core,1,Life Support,1,,,,,,,,,,,,,,,,
rescue-rig-m-t2,Rescue Rig M T2,SHIP_COMPONENTS,UTILITY,M,2,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Rescue Rig M T1,1,Military Rescue Core,1,Enhanced Rescue Core,1,Life Support,1,,,,,,,,,,,,,,
rescue-rig-m-t3,Rescue Rig M T3,SHIP_COMPONENTS,UTILITY,M,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Rescue Rig M T2,1,Military Rescue Core,1,Enhanced Rescue Core,1,Life Support,1,,,,,,,,,,,,,,
rescue-rig-m-t4,Rescue Rig M T4,SHIP_COMPONENTS,UTILITY,M,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Rescue Rig M T3,1,Military Rescue Core,1,Enhanced Rescue Core,1,Life Support,1,,,,,,,,,,,,,,
rescue-rig-m-t5,Rescue Rig M T5,SHIP_COMPONENTS,UTILITY,M,5,1500,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Rescue Rig M T4,1,Military Rescue Core,1,Enhanced Rescue Core,1,Life Support,1,,,,,,,,,,,,,,
rescue-rig-l-t1,Rescue Rig L T1,SHIP_COMPONENTS,UTILITY,L,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Quantum Rescue System,1,Military Rescue Core,1,Enhanced Rescue Core,1,,,,,,,,,,,,,,,,
rescue-rig-l-t2,Rescue Rig L T2,SHIP_COMPONENTS,UTILITY,L,2,720,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Rescue Rig L T1,1,Quantum Rescue System,1,Military Rescue Core,1,Enhanced Rescue Core,1,,,,,,,,,,,,,,
rescue-rig-l-t3,Rescue Rig L T3,SHIP_COMPONENTS,UTILITY,L,3,1080,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Rescue Rig L T2,1,Quantum Rescue System,1,Military Rescue Core,1,Enhanced Rescue Core,1,,,,,,,,,,,,,,
rescue-rig-l-t4,Rescue Rig L T4,SHIP_COMPONENTS,UTILITY,L,4,1440,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Rescue Rig L T3,1,Quantum Rescue System,1,Military Rescue Core,1,Enhanced Rescue Core,1,,,,,,,,,,,,,,
rescue-rig-l-t5,Rescue Rig L T5,SHIP_COMPONENTS,UTILITY,L,5,1800,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Rescue Rig L T4,1,Quantum Rescue System,1,Military Rescue Core,1,Enhanced Rescue Core,1,,,,,,,,,,,,,,
rescue-rig-cap-t1,Rescue Rig CAP T1,SHIP_COMPONENTS,UTILITY,CAP,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Capital Rescue Grid,1,Quantum Rescue System,1,Military Rescue Core,1,,,,,,,,,,,,,,,,
rescue-rig-cap-t2,Rescue Rig CAP T2,SHIP_COMPONENTS,UTILITY,CAP,2,840,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Rescue Rig CAP T1,1,Capital Rescue Grid,1,Quantum Rescue System,1,Military Rescue Core,1,,,,,,,,,,,,,,
rescue-rig-cap-t3,Rescue Rig CAP T3,SHIP_COMPONENTS,UTILITY,CAP,3,1260,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Rescue Rig CAP T2,1,Capital Rescue Grid,1,Quantum Rescue System,1,Military Rescue Core,1,,,,,,,,,,,,,,
rescue-rig-cap-t4,Rescue Rig CAP T4,SHIP_COMPONENTS,UTILITY,CAP,4,1680,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Rescue Rig CAP T3,1,Capital Rescue Grid,1,Quantum Rescue System,1,Military Rescue Core,1,,,,,,,,,,,,,,
rescue-rig-cap-t5,Rescue Rig CAP T5,SHIP_COMPONENTS,UTILITY,CAP,5,2100,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Rescue Rig CAP T4,1,Capital Rescue Grid,1,Quantum Rescue System,1,Military Rescue Core,1,,,,,,,,,,,,,,
rescue-rig-cmd-t1,Rescue Rig CMD T1,SHIP_COMPONENTS,UTILITY,CMD,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Battleship Rescue Core,1,Capital Rescue Grid,1,Quantum Rescue System,1,Military Rescue Core,1,,,,,,,,,,,,,,
rescue-rig-cmd-t2,Rescue Rig CMD T2,SHIP_COMPONENTS,UTILITY,CMD,2,960,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Rescue Rig CMD T1,1,Battleship Rescue Core,1,Capital Rescue Grid,1,Quantum Rescue System,1,Military Rescue Core,1,,,,,,,,,,,,
rescue-rig-cmd-t3,Rescue Rig CMD T3,SHIP_COMPONENTS,UTILITY,CMD,3,1440,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Rescue Rig CMD T2,1,Battleship Rescue Core,1,Capital Rescue Grid,1,Quantum Rescue System,1,Military Rescue Core,1,,,,,,,,,,,,
rescue-rig-cmd-t4,Rescue Rig CMD T4,SHIP_COMPONENTS,UTILITY,CMD,4,1920,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,5,Rescue Rig CMD T3,1,Battleship Rescue Core,1,Capital Rescue Grid,1,Quantum Rescue System,1,Military Rescue Core,1,,,,,,,,,,,,
rescue-rig-cmd-t5,Rescue Rig CMD T5,SHIP_COMPONENTS,UTILITY,CMD,5,2400,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,5,Rescue Rig CMD T4,1,Battleship Rescue Core,1,Capital Rescue Grid,1,Quantum Rescue System,1,Military Rescue Core,1,,,,,,,,,,,,
rescue-rig-class8-t1,Rescue Rig CLASS8 T1,SHIP_COMPONENTS,UTILITY,CLASS8,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Titan Rescue Matrix,1,Battleship Rescue Core,1,Capital Rescue Grid,1,Quantum Rescue System,1,,,,,,,,,,,,,,
rescue-rig-class8-t2,Rescue Rig CLASS8 T2,SHIP_COMPONENTS,UTILITY,CLASS8,2,1080,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Rescue Rig CLASS8 T1,1,Titan Rescue Matrix,1,Battleship Rescue Core,1,Capital Rescue Grid,1,Quantum Rescue System,1,,,,,,,,,,,,
rescue-rig-class8-t3,Rescue Rig CLASS8 T3,SHIP_COMPONENTS,UTILITY,CLASS8,3,1620,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Rescue Rig CLASS8 T2,1,Titan Rescue Matrix,1,Battleship Rescue Core,1,Capital Rescue Grid,1,Quantum Rescue System,1,,,,,,,,,,,,
rescue-rig-class8-t4,Rescue Rig CLASS8 T4,SHIP_COMPONENTS,UTILITY,CLASS8,4,2160,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,5,Rescue Rig CLASS8 T3,1,Titan Rescue Matrix,1,Battleship Rescue Core,1,Capital Rescue Grid,1,Quantum Rescue System,1,,,,,,,,,,,,
rescue-rig-class8-t5,Rescue Rig CLASS8 T5,SHIP_COMPONENTS,UTILITY,CLASS8,5,2700,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,5,Rescue Rig CLASS8 T4,1,Titan Rescue Matrix,1,Battleship Rescue Core,1,Capital Rescue Grid,1,Quantum Rescue System,1,,,,,,,,,,,,
rescue-rig-ttn-t1,Rescue Rig TTN T1,SHIP_COMPONENTS,UTILITY,TTN,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Singularity Rescue Core,1,Titan Rescue Matrix,1,Battleship Rescue Core,1,Capital Rescue Grid,1,,,,,,,,,,,,,,
rescue-rig-ttn-t2,Rescue Rig TTN T2,SHIP_COMPONENTS,UTILITY,TTN,2,1200,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Rescue Rig TTN T1,1,Singularity Rescue Core,1,Titan Rescue Matrix,1,Battleship Rescue Core,1,Capital Rescue Grid,1,,,,,,,,,,,,
rescue-rig-ttn-t3,Rescue Rig TTN T3,SHIP_COMPONENTS,UTILITY,TTN,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Rescue Rig TTN T2,1,Singularity Rescue Core,1,Titan Rescue Matrix,1,Battleship Rescue Core,1,Capital Rescue Grid,1,,,,,,,,,,,,
rescue-rig-ttn-t4,Rescue Rig TTN T4,SHIP_COMPONENTS,UTILITY,TTN,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,5,Rescue Rig TTN T3,1,Singularity Rescue Core,1,Titan Rescue Matrix,1,Battleship Rescue Core,1,Capital Rescue Grid,1,,,,,,,,,,,,
rescue-rig-ttn-t5,Rescue Rig TTN T5,SHIP_COMPONENTS,UTILITY,TTN,5,3000,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,5,Rescue Rig TTN T4,1,Singularity Rescue Core,1,Titan Rescue Matrix,1,Battleship Rescue Core,1,Capital Rescue Grid,1,,,,,,,,,,,,
missile-bay-xxs-t1,Missile Bay XXS T1,MISSILES,WEAPONS,XXS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Launch Tube,1,Missile Controller,1,,,,,,,,,,,,,,,,,,
missile-bay-xxs-t2,Missile Bay XXS T2,MISSILES,WEAPONS,XXS,2,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Missile Bay XXS T1,1,Launch Tube,1,Missile Controller,1,,,,,,,,,,,,,,,,
missile-bay-xxs-t3,Missile Bay XXS T3,MISSILES,WEAPONS,XXS,3,360,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Missile Bay XXS T2,1,Launch Tube,1,Missile Controller,1,,,,,,,,,,,,,,,,
missile-bay-xxs-t4,Missile Bay XXS T4,MISSILES,WEAPONS,XXS,4,480,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,3,Missile Bay XXS T3,1,Launch Tube,1,Missile Controller,1,,,,,,,,,,,,,,,,
missile-bay-xxs-t5,Missile Bay XXS T5,MISSILES,WEAPONS,XXS,5,600,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,3,Missile Bay XXS T4,1,Launch Tube,1,Missile Controller,1,,,,,,,,,,,,,,,,
missile-bay-xs-t1,Missile Bay XS T1,MISSILES,WEAPONS,XS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Launch Core,1,Target Coordinator,1,Missile Controller,1,,,,,,,,,,,,,,,,
missile-bay-xs-t2,Missile Bay XS T2,MISSILES,WEAPONS,XS,2,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Missile Bay XS T1,1,Enhanced Launch Core,1,Target Coordinator,1,Missile Controller,1,,,,,,,,,,,,,,
missile-bay-xs-t3,Missile Bay XS T3,MISSILES,WEAPONS,XS,3,540,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Missile Bay XS T2,1,Enhanced Launch Core,1,Target Coordinator,1,Missile Controller,1,,,,,,,,,,,,,,
missile-bay-xs-t4,Missile Bay XS T4,MISSILES,WEAPONS,XS,4,720,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Missile Bay XS T3,1,Enhanced Launch Core,1,Target Coordinator,1,Missile Controller,1,,,,,,,,,,,,,,
missile-bay-xs-t5,Missile Bay XS T5,MISSILES,WEAPONS,XS,5,900,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Missile Bay XS T4,1,Enhanced Launch Core,1,Target Coordinator,1,Missile Controller,1,,,,,,,,,,,,,,
missile-bay-s-t1,Missile Bay S T1,MISSILES,WEAPONS,S,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Launch Core,1,Target Coordinator,1,Missile Controller,1,,,,,,,,,,,,,,,,
missile-bay-s-t2,Missile Bay S T2,MISSILES,WEAPONS,S,2,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Missile Bay S T1,1,Enhanced Launch Core,1,Target Coordinator,1,Missile Controller,1,,,,,,,,,,,,,,
missile-bay-s-t3,Missile Bay S T3,MISSILES,WEAPONS,S,3,720,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Missile Bay S T2,1,Enhanced Launch Core,1,Target Coordinator,1,Missile Controller,1,,,,,,,,,,,,,,
missile-bay-s-t4,Missile Bay S T4,MISSILES,WEAPONS,S,4,960,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Missile Bay S T3,1,Enhanced Launch Core,1,Target Coordinator,1,Missile Controller,1,,,,,,,,,,,,,,
missile-bay-s-t5,Missile Bay S T5,MISSILES,WEAPONS,S,5,1200,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Missile Bay S T4,1,Enhanced Launch Core,1,Target Coordinator,1,Missile Controller,1,,,,,,,,,,,,,,
missile-bay-m-t1,Missile Bay M T1,MISSILES,WEAPONS,M,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Military Launch Core,1,Enhanced Launch Core,1,Target Coordinator,1,,,,,,,,,,,,,,,,
missile-bay-m-t2,Missile Bay M T2,MISSILES,WEAPONS,M,2,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Missile Bay M T1,1,Military Launch Core,1,Enhanced Launch Core,1,Target Coordinator,1,,,,,,,,,,,,,,
missile-bay-m-t3,Missile Bay M T3,MISSILES,WEAPONS,M,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Missile Bay M T2,1,Military Launch Core,1,Enhanced Launch Core,1,Target Coordinator,1,,,,,,,,,,,,,,
missile-bay-m-t4,Missile Bay M T4,MISSILES,WEAPONS,M,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Missile Bay M T3,1,Military Launch Core,1,Enhanced Launch Core,1,Target Coordinator,1,,,,,,,,,,,,,,
missile-bay-m-t5,Missile Bay M T5,MISSILES,WEAPONS,M,5,1500,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Missile Bay M T4,1,Military Launch Core,1,Enhanced Launch Core,1,Target Coordinator,1,,,,,,,,,,,,,,
missile-bay-l-t1,Missile Bay L T1,MISSILES,WEAPONS,L,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Quantum Launch System,1,Military Launch Core,1,Enhanced Launch Core,1,,,,,,,,,,,,,,,,
missile-bay-l-t2,Missile Bay L T2,MISSILES,WEAPONS,L,2,720,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Missile Bay L T1,1,Quantum Launch System,1,Military Launch Core,1,Enhanced Launch Core,1,,,,,,,,,,,,,,
