"OutputID","OutputName","OutputType","OutputTier","ConstructionTime","PlanetTypes","Factions","ResourceType","FunctionalPurpose","UsageCategory","Ingredients","CompletionStatus"
"2665","Photon M T5","MISSILES","5","6000","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Photon M T4:1;Photon Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2666","Photon L T1","MISSILES","1","360","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Photon Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1","complete"
"2667","Photon L T2","MISSILES","2","720","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Photon L T1:1;Photon Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1","complete"
"2668","Photon L T3","MISSILES","3","1800","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Photon L T2:1;Photon Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1","complete"
"2669","Photon L T4","MISSILES","4","3600","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Photon L T3:1;Photon Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1","complete"
"2670","Photon L T5","MISSILES","5","7200","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Photon L T4:1;Photon Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1","complete"
"2671","Photon CAP T1","MISSILES","1","420","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Photon Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1","complete"
"2672","Photon CAP T2","MISSILES","2","840","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Photon CAP T1:1;Photon Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1","complete"
"2673","Photon CAP T3","MISSILES","3","2100","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Photon CAP T2:1;Photon Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1","complete"
"2674","Photon CAP T4","MISSILES","4","4200","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Photon CAP T3:1;Photon Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1","complete"
"2675","Photon CAP T5","MISSILES","5","8400","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Photon CAP T4:1;Photon Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1","complete"
"2676","Photon CMD T1","MISSILES","1","480","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Photon Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1","complete"
"2677","Photon CMD T2","MISSILES","2","960","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Photon CMD T1:1;Photon Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1","complete"
"2678","Photon CMD T3","MISSILES","3","2400","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Photon CMD T2:1;Photon Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1","complete"
"2679","Photon CMD T4","MISSILES","4","4800","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Photon CMD T3:1;Photon Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1","complete"
"2680","Photon CMD T5","MISSILES","5","9600","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Photon CMD T4:1;Photon Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1","complete"
"2681","Photon CLASS8 T1","MISSILES","1","540","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Photon Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1;Gigascale Architecture:1","complete"
"2682","Photon CLASS8 T2","MISSILES","2","1080","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Photon CLASS8 T1:1;Photon Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1;Gigascale Architecture:1","complete"
"2683","Photon CLASS8 T3","MISSILES","3","2700","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Photon CLASS8 T2:1;Photon Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1;Gigascale Architecture:1","complete"
"2684","Photon CLASS8 T4","MISSILES","4","5400","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Photon CLASS8 T3:1;Photon Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1;Gigascale Architecture:1","complete"
"2685","Photon CLASS8 T5","MISSILES","5","10800","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Photon CLASS8 T4:1;Photon Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1;Gigascale Architecture:1","complete"
"2686","Photon TTN T1","MISSILES","1","600","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Photon Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1;Gigascale Architecture:1;Titan Structural Matrix:1","complete"
"2687","Photon TTN T2","MISSILES","2","1200","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Photon TTN T1:1;Photon Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1;Gigascale Architecture:1;Titan Structural Matrix:1","complete"
"2688","Photon TTN T3","MISSILES","3","3000","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Photon TTN T2:1;Photon Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1;Gigascale Architecture:1;Titan Structural Matrix:1","complete"
"2689","Photon TTN T4","MISSILES","4","6000","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Photon TTN T3:1;Photon Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1;Gigascale Architecture:1;Titan Structural Matrix:1","complete"
"2690","Photon TTN T5","MISSILES","5","12000","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Photon TTN T4:1;Photon Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1;Gigascale Architecture:1;Titan Structural Matrix:1","complete"
"2691","Shockwave XXXS T1","MISSILES","1","60","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2692","Shockwave XXXS T2","MISSILES","2","120","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave XXXS T1:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2693","Shockwave XXXS T3","MISSILES","3","300","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave XXXS T2:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2694","Shockwave XXXS T4","MISSILES","4","600","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave XXXS T3:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2695","Shockwave XXXS T5","MISSILES","5","1200","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave XXXS T4:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2696","Shockwave XXS T1","MISSILES","1","120","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2697","Shockwave XXS T2","MISSILES","2","240","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave XXS T1:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2698","Shockwave XXS T3","MISSILES","3","600","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave XXS T2:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2699","Shockwave XXS T4","MISSILES","4","1200","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave XXS T3:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2700","Shockwave XXS T5","MISSILES","5","2400","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave XXS T4:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2701","Shockwave XS T1","MISSILES","1","180","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2702","Shockwave XS T2","MISSILES","2","360","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave XS T1:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2703","Shockwave XS T3","MISSILES","3","900","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave XS T2:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2704","Shockwave XS T4","MISSILES","4","1800","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave XS T3:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2705","Shockwave XS T5","MISSILES","5","3600","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave XS T4:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2706","Shockwave S T1","MISSILES","1","240","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2707","Shockwave S T2","MISSILES","2","480","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave S T1:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2708","Shockwave S T3","MISSILES","3","1200","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave S T2:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2709","Shockwave S T4","MISSILES","4","2400","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave S T3:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2710","Shockwave S T5","MISSILES","5","4800","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave S T4:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2711","Shockwave M T1","MISSILES","1","300","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2712","Shockwave M T2","MISSILES","2","600","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave M T1:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2713","Shockwave M T3","MISSILES","3","1500","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave M T2:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2714","Shockwave M T4","MISSILES","4","3000","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave M T3:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2715","Shockwave M T5","MISSILES","5","6000","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave M T4:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2716","Shockwave L T1","MISSILES","1","360","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1","complete"
"2717","Shockwave L T2","MISSILES","2","720","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave L T1:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1","complete"
"2718","Shockwave L T3","MISSILES","3","1800","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave L T2:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1","complete"
"2719","Shockwave L T4","MISSILES","4","3600","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave L T3:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1","complete"
"2720","Shockwave L T5","MISSILES","5","7200","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave L T4:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1","complete"
"2721","Shockwave CAP T1","MISSILES","1","420","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1","complete"
"2722","Shockwave CAP T2","MISSILES","2","840","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave CAP T1:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1","complete"
"2723","Shockwave CAP T3","MISSILES","3","2100","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave CAP T2:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1","complete"
"2724","Shockwave CAP T4","MISSILES","4","4200","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave CAP T3:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1","complete"
"2725","Shockwave CAP T5","MISSILES","5","8400","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave CAP T4:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1","complete"
"2726","Shockwave CMD T1","MISSILES","1","480","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1","complete"
"2727","Shockwave CMD T2","MISSILES","2","960","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave CMD T1:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1","complete"
"2728","Shockwave CMD T3","MISSILES","3","2400","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave CMD T2:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1","complete"
"2729","Shockwave CMD T4","MISSILES","4","4800","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave CMD T3:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1","complete"
"2730","Shockwave CMD T5","MISSILES","5","9600","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave CMD T4:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1","complete"
"2731","Shockwave CLASS8 T1","MISSILES","1","540","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1;Gigascale Architecture:1","complete"
"2732","Shockwave CLASS8 T2","MISSILES","2","1080","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave CLASS8 T1:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1;Gigascale Architecture:1","complete"
"2733","Shockwave CLASS8 T3","MISSILES","3","2700","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave CLASS8 T2:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1;Gigascale Architecture:1","complete"
"2734","Shockwave CLASS8 T4","MISSILES","4","5400","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave CLASS8 T3:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1;Gigascale Architecture:1","complete"
"2735","Shockwave CLASS8 T5","MISSILES","5","10800","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave CLASS8 T4:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1;Gigascale Architecture:1","complete"
"2736","Shockwave TTN T1","MISSILES","1","600","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1;Gigascale Architecture:1;Titan Structural Matrix:1","complete"
"2737","Shockwave TTN T2","MISSILES","2","1200","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave TTN T1:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1;Gigascale Architecture:1;Titan Structural Matrix:1","complete"
"2738","Shockwave TTN T3","MISSILES","3","3000","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave TTN T2:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1;Gigascale Architecture:1;Titan Structural Matrix:1","complete"
"2739","Shockwave TTN T4","MISSILES","4","6000","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave TTN T3:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1;Gigascale Architecture:1;Titan Structural Matrix:1","complete"
"2740","Shockwave TTN T5","MISSILES","5","12000","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Shockwave TTN T4:1;Shockwave Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1;Gigascale Architecture:1;Titan Structural Matrix:1","complete"
"2741","Emp XXXS T1","MISSILES","1","60","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","EMP Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2742","Emp XXXS T2","MISSILES","2","120","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Emp XXXS T1:1;EMP Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2743","Emp XXXS T3","MISSILES","3","300","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Emp XXXS T2:1;EMP Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2744","Emp XXXS T4","MISSILES","4","600","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Emp XXXS T3:1;EMP Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2745","Emp XXXS T5","MISSILES","5","1200","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Emp XXXS T4:1;EMP Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2746","Emp XXS T1","MISSILES","1","120","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","EMP Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2747","Emp XXS T2","MISSILES","2","240","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Emp XXS T1:1;EMP Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2748","Emp XXS T3","MISSILES","3","600","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Emp XXS T2:1;EMP Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2749","Emp XXS T4","MISSILES","4","1200","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Emp XXS T3:1;EMP Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2750","Emp XXS T5","MISSILES","5","2400","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Emp XXS T4:1;EMP Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2751","Emp XS T1","MISSILES","1","180","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","EMP Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2752","Emp XS T2","MISSILES","2","360","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Emp XS T1:1;EMP Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
"2753","Emp XS T3","MISSILES","3","900","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Emp XS T2:1;EMP Payload Kit:1;Missile Guidance Core:1;Propulsion Unit:1","complete"
