OutputID,OutputName,OutputType,OutputTier,BuildingResourceTier,ConstructionTime,PlanetTypes,Factions,ResourceType,ProductionSteps,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7
ice-giant-extraction-hub-t2,Ice Giant Extraction Hub,BUILDING,2,1,135,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,29,Germanium,24,Hydrocarbon,18,Base Structure,21,,,,,,
ice-giant-extraction-hub-t3,Ice Giant Extraction Hub,BUILDING,3,1,180,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,35,Germanium,28,Hydrocarbon,22,Base Structure,25,Germanium Ingot,23,,,,
ice-giant-extraction-hub-t4,Ice Giant Extraction Hub,BUILDING,4,1,270,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,41,Germanium,34,Hydrocarbon,26,Base Structure,29,Germanium Ingot,27,Chromite,25,,
ice-giant-extraction-hub-t5,Ice Giant Extraction Hub,BUILDING,5,1,360,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,49,Germanium,41,Hydrocarbon,31,Base Structure,34,Germanium Ingot,32,Chromite,29,Control Circuit,27
ice-giant-storage-hub-t1,Ice Giant Storage Hub,BUILDING,1,1,90,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite Ore,25,Germanium,20,Hydrogen,15,,,,,,,,
ice-giant-storage-hub-t2,Ice Giant Storage Hub,BUILDING,2,1,135,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,30,Germanium,24,Hydrocarbon,18,Germanium Ingot,21,,,,,,
ice-giant-storage-hub-t3,Ice Giant Storage Hub,BUILDING,3,1,180,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,36,Germanium,29,Hydrocarbon,21,Germanium Ingot,25,Load Bearing Beams,23,,,,
ice-giant-storage-hub-t4,Ice Giant Storage Hub,BUILDING,4,1,270,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,42,Germanium,34,Hydrocarbon,25,Germanium Ingot,30,Load Bearing Beams,28,Heavy Alloy,25,,
ice-giant-storage-hub-t5,Ice Giant Storage Hub,BUILDING,5,1,360,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,51,Germanium,41,Hydrocarbon,30,Germanium Ingot,35,Load Bearing Beams,34,Heavy Alloy,30,Processing Core,27
ice-giant-farm-hub-t1,Ice Giant Farm Hub,BUILDING,1,1,90,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite Ore,25,Germanium,20,Hydrogen,15,,,,,,,,
ice-giant-farm-hub-t2,Ice Giant Farm Hub,BUILDING,2,1,135,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,30,Germanium,24,Hydrocarbon,18,Field Coils,21,,,,,,
ice-giant-farm-hub-t3,Ice Giant Farm Hub,BUILDING,3,1,180,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,35,Germanium,29,Hydrocarbon,22,Field Coils,25,Control Circuit,23,,,,
ice-giant-farm-hub-t4,Ice Giant Farm Hub,BUILDING,4,1,270,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,42,Germanium,34,Hydrocarbon,27,Field Coils,29,Control Circuit,28,Exotic Matter Core,25,,
ice-giant-farm-hub-t5,Ice Giant Farm Hub,BUILDING,5,1,360,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,50,Germanium,41,Hydrocarbon,32,Field Coils,35,Control Circuit,34,Exotic Matter Core,30,Temperature Sensor,27
ice-giant-power-plant-t1,Ice Giant Power Plant,BUILDING,1,1,90,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite Ore,25,Germanium,20,Hydrogen,15,,,,,,,,
ice-giant-power-plant-t2,Ice Giant Power Plant,BUILDING,2,1,135,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,30,Germanium,24,Hydrocarbon,18,Temperature Sensor,21,,,,,,
ice-giant-power-plant-t3,Ice Giant Power Plant,BUILDING,3,1,180,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,35,Germanium,28,Hydrocarbon,22,Temperature Sensor,25,Base Structure,23,,,,
ice-giant-power-plant-t4,Ice Giant Power Plant,BUILDING,4,1,270,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,41,Germanium,34,Hydrocarbon,27,Temperature Sensor,29,Base Structure,28,Processing Core,25,,
ice-giant-power-plant-t5,Ice Giant Power Plant,BUILDING,5,1,360,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,50,Germanium,41,Hydrocarbon,33,Temperature Sensor,35,Base Structure,34,Processing Core,29,Field Coils,27
ice-giant-crew-quarters-t1,Ice Giant Crew Quarters,BUILDING,1,1,90,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite Ore,25,Germanium,20,Hydrogen,15,,,,,,,,
ice-giant-crew-quarters-t2,Ice Giant Crew Quarters,BUILDING,2,1,135,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,29,Germanium,24,Hydrocarbon,18,Processing Core,21,,,,,,
ice-giant-crew-quarters-t3,Ice Giant Crew Quarters,BUILDING,3,1,180,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,34,Germanium,28,Hydrocarbon,22,Processing Core,26,Control Circuit,23,,,,
ice-giant-crew-quarters-t4,Ice Giant Crew Quarters,BUILDING,4,1,270,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,41,Germanium,33,Hydrocarbon,26,Processing Core,31,Control Circuit,27,Chromite,25,,
ice-giant-crew-quarters-t5,Ice Giant Crew Quarters,BUILDING,5,1,360,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,48,Germanium,40,Hydrocarbon,31,Processing Core,37,Control Circuit,33,Chromite,29,Heat Sensor,27
ice-giant-storage-module-t1,Storage Module,BUILDING,1,1,90,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite Ore,25,Germanium,20,Hydrogen,15,,,,,,,,
ice-giant-storage-module-t2,Storage Module,BUILDING,2,1,135,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,30,Germanium,24,Hydrocarbon,18,Base Structure,21,,,,,,
ice-giant-storage-module-t3,Storage Module,BUILDING,3,1,180,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,36,Germanium,29,Hydrocarbon,21,Base Structure,26,Monitoring Circuits,23,,,,
ice-giant-storage-module-t4,Storage Module,BUILDING,4,1,270,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,42,Germanium,34,Hydrocarbon,25,Base Structure,31,Monitoring Circuits,27,Processing Core,25,,
ice-giant-storage-module-t5,Storage Module,BUILDING,5,1,360,Ice Giant,MUD;ONI;USTUR,Infrastructure,,Chromite,50,Germanium,40,Hydrocarbon,30,Base Structure,37,Monitoring Circuits,32,Processing Core,30,Chromite,27
biolumite-extractor-t1,Biolumite Extractor,BUILDING,1,5,480,Ice Giant,MUD;ONI;USTUR,Extraction,,Beryllium Matrix,17,Assembly Control Matrix,14,EM Bio Core,11,,,,,,,,
biolumite-extractor-t2,Biolumite Extractor,BUILDING,2,5,400,Ice Giant,MUD;ONI;USTUR,Extraction,,Beryllium Matrix,20,Assembly Control Matrix,17,EM Bio Core,14,Storage Platform Core,13,,,,,,
biolumite-extractor-t3,Biolumite Extractor,BUILDING,3,5,320,Ice Giant,MUD;ONI;USTUR,Extraction,,Beryllium Matrix,24,Assembly Control Matrix,20,EM Bio Core,17,Storage Platform Core,16,Particle Accelerator,15,,,,
biolumite-extractor-t4,Biolumite Extractor,BUILDING,4,5,250,Ice Giant,MUD;ONI;USTUR,Extraction,,Beryllium Matrix,29,Assembly Control Matrix,24,EM Bio Core,20,Storage Platform Core,20,Particle Accelerator,18,Quantum Interface Core,17,,
biolumite-extractor-t5,Biolumite Extractor,BUILDING,5,5,200,Ice Giant,MUD;ONI;USTUR,Extraction,,Beryllium Matrix,34,Assembly Control Matrix,28,EM Bio Core,24,Storage Platform Core,24,Particle Accelerator,21,Quantum Interface Core,21,Titan Support Core,19
cryo-formation-crystals-extractor-t1,Cryo Formation Crystals Extractor,BUILDING,1,3,180,Ice Giant,MUD;ONI;USTUR,Extraction,,Aerogel,21,Capacitor Matrix Core,18,Energy Crystal Matrix,15,,,,,,,,
cryo-formation-crystals-extractor-t2,Cryo Formation Crystals Extractor,BUILDING,2,3,150,Ice Giant,MUD;ONI;USTUR,Extraction,,Aerogel,26,Capacitor Matrix Core,21,Energy Crystal Matrix,18,Medical Hub Core,17,,,,,,
cryo-formation-crystals-extractor-t3,Cryo Formation Crystals Extractor,BUILDING,3,3,120,Ice Giant,MUD;ONI;USTUR,Extraction,,Aerogel,31,Capacitor Matrix Core,25,Energy Crystal Matrix,21,Medical Hub Core,20,Neon Buffer,19,,,,
cryo-formation-crystals-extractor-t4,Cryo Formation Crystals Extractor,BUILDING,4,3,100,Ice Giant,MUD;ONI;USTUR,Extraction,,Aerogel,37,Capacitor Matrix Core,30,Energy Crystal Matrix,25,Medical Hub Core,24,Neon Buffer,23,Thermal Core Assembly,21,,
cryo-formation-crystals-extractor-t5,Cryo Formation Crystals Extractor,BUILDING,5,3,80,Ice Giant,MUD;ONI;USTUR,Extraction,,Aerogel,43,Capacitor Matrix Core,36,Energy Crystal Matrix,29,Medical Hub Core,29,Neon Buffer,27,Thermal Core Assembly,26,Passenger Hub Core,23
quartz-crystals-extractor-t1,Quartz Crystals Extractor,BUILDING,1,1,90,Ice Giant,MUD;ONI;USTUR,Extraction,,Chromite Ore,25,Germanium,20,Hydrogen,15,,,,,,,,
quartz-crystals-extractor-t2,Quartz Crystals Extractor,BUILDING,2,1,75,Ice Giant,MUD;ONI;USTUR,Extraction,,Chromite,29,Germanium,24,Hydrocarbon,18,Temperature Sensor,21,,,,,,
quartz-crystals-extractor-t3,Quartz Crystals Extractor,BUILDING,3,1,60,Ice Giant,MUD;ONI;USTUR,Extraction,,Chromite,35,Germanium,29,Hydrocarbon,22,Temperature Sensor,26,Monitoring Circuits,23,,,,
quartz-crystals-extractor-t4,Quartz Crystals Extractor,BUILDING,4,1,50,Ice Giant,MUD;ONI;USTUR,Extraction,,Chromite,41,Germanium,34,Hydrocarbon,26,Temperature Sensor,31,Monitoring Circuits,27,Processing Core,25,,
quartz-crystals-extractor-t5,Quartz Crystals Extractor,BUILDING,5,1,40,Ice Giant,MUD;ONI;USTUR,Extraction,,Chromite,50,Germanium,40,Hydrocarbon,31,Temperature Sensor,36,Monitoring Circuits,32,Processing Core,30,Load Bearing Beams,27
hicenium-crystals-extractor-t1,Hicenium Crystals Extractor,BUILDING,1,4,300,Ice Giant,MUD;ONI;USTUR,Extraction,,Capacity Control Core,19,Abyssal Energy Core,16,Radiation Absorber,13,,,,,,,,
hicenium-crystals-extractor-t2,Hicenium Crystals Extractor,BUILDING,2,4,250,Ice Giant,MUD;ONI;USTUR,Extraction,,Capacity Control Core,23,Abyssal Energy Core,19,Radiation Absorber,16,Utility Matrix,15,,,,,,
hicenium-crystals-extractor-t3,Hicenium Crystals Extractor,BUILDING,3,4,200,Ice Giant,MUD;ONI;USTUR,Extraction,,Capacity Control Core,27,Abyssal Energy Core,23,Radiation Absorber,19,Utility Matrix,18,Mega Framework Core,17,,,,
hicenium-crystals-extractor-t4,Hicenium Crystals Extractor,BUILDING,4,4,160,Ice Giant,MUD;ONI;USTUR,Extraction,,Capacity Control Core,32,Abyssal Energy Core,27,Radiation Absorber,23,Utility Matrix,22,Mega Framework Core,20,Zirconium Control Hub,19,,
hicenium-crystals-extractor-t5,Hicenium Crystals Extractor,BUILDING,5,4,120,Ice Giant,MUD;ONI;USTUR,Extraction,,Capacity Control Core,38,Abyssal Energy Core,32,Radiation Absorber,27,Utility Matrix,26,Mega Framework Core,24,Zirconium Control Hub,23,Power Management Core,21
silicon-crystal-extractor-t1,Silicon Crystal Extractor,BUILDING,1,1,90,Ice Giant,MUD;ONI;USTUR,Extraction,,Chromite Ore,25,Germanium,20,Hydrogen,15,,,,,,,,
silicon-crystal-extractor-t2,Silicon Crystal Extractor,BUILDING,2,1,75,Ice Giant,MUD;ONI;USTUR,Extraction,,Chromite,30,Germanium,24,Hydrocarbon,18,Kinetic Stabilizer,21,,,,,,
silicon-crystal-extractor-t3,Silicon Crystal Extractor,BUILDING,3,1,60,Ice Giant,MUD;ONI;USTUR,Extraction,,Chromite,36,Germanium,28,Hydrocarbon,22,Kinetic Stabilizer,25,Load Bearing Beams,23,,,,
silicon-crystal-extractor-t4,Silicon Crystal Extractor,BUILDING,4,1,50,Ice Giant,MUD;ONI;USTUR,Extraction,,Chromite,43,Germanium,34,Hydrocarbon,26,Kinetic Stabilizer,30,Load Bearing Beams,27,Monitoring Circuits,25,,
silicon-crystal-extractor-t5,Silicon Crystal Extractor,BUILDING,5,1,40,Ice Giant,MUD;ONI;USTUR,Extraction,,Chromite,52,Germanium,40,Hydrocarbon,31,Kinetic Stabilizer,36,Load Bearing Beams,32,Monitoring Circuits,30,Heat Sensor,27
tritium-ore-extractor-t1,Tritium Ore Extractor,BUILDING,1,1,90,Ice Giant,MUD;ONI;USTUR,Extraction,,Chromite Ore,25,Germanium,20,Hydrogen,15,,,,,,,,
tritium-ore-extractor-t2,Tritium Ore Extractor,BUILDING,2,1,75,Ice Giant,MUD;ONI;USTUR,Extraction,,Chromite,30,Germanium,24,Hydrocarbon,18,Base Structure,21,,,,,,
tritium-ore-extractor-t3,Tritium Ore Extractor,BUILDING,3,1,60,Ice Giant,MUD;ONI;USTUR,Extraction,,Chromite,36,Germanium,29,Hydrocarbon,22,Base Structure,25,Kinetic Stabilizer,23,,,,
tritium-ore-extractor-t4,Tritium Ore Extractor,BUILDING,4,1,50,Ice Giant,MUD;ONI;USTUR,Extraction,,Chromite,42,Germanium,34,Hydrocarbon,27,Base Structure,29,Kinetic Stabilizer,28,Processing Core,25,,
tritium-ore-extractor-t5,Tritium Ore Extractor,BUILDING,5,1,40,Ice Giant,MUD;ONI;USTUR,Extraction,,Chromite,49,Germanium,40,Hydrocarbon,32,Base Structure,35,Kinetic Stabilizer,34,Processing Core,30,Monitoring Circuits,27
sapphire-crystals-extractor-t1,Sapphire Crystals Extractor,BUILDING,1,3,180,Ice Giant,MUD;ONI;USTUR,Extraction,,Capacitor Matrix Core,21,Aerogel,18,Medical Hub Core,15,,,,,,,,
sapphire-crystals-extractor-t2,Sapphire Crystals Extractor,BUILDING,2,3,150,Ice Giant,MUD;ONI;USTUR,Extraction,,Capacitor Matrix Core,25,Aerogel,22,Medical Hub Core,18,Life Support Hub,17,,,,,,
sapphire-crystals-extractor-t3,Sapphire Crystals Extractor,BUILDING,3,3,120,Ice Giant,MUD;ONI;USTUR,Extraction,,Capacitor Matrix Core,30,Aerogel,27,Medical Hub Core,22,Life Support Hub,20,Passenger Hub Core,19,,,,
sapphire-crystals-extractor-t4,Sapphire Crystals Extractor,BUILDING,4,3,100,Ice Giant,MUD;ONI;USTUR,Extraction,,Capacitor Matrix Core,36,Aerogel,32,Medical Hub Core,26,Life Support Hub,24,Passenger Hub Core,22,Thermal Core Assembly,21,,
sapphire-crystals-extractor-t5,Sapphire Crystals Extractor,BUILDING,5,3,80,Ice Giant,MUD;ONI;USTUR,Extraction,,Capacitor Matrix Core,43,Aerogel,38,Medical Hub Core,31,Life Support Hub,29,Passenger Hub Core,26,Thermal Core Assembly,25,Energy Crystal Matrix,23
garnet-crystals-extractor-t1,Garnet Crystals Extractor,BUILDING,1,2,90,System Asteroid Belt; Ice Giant,MUD;ONI;USTUR,Extraction,,Reactive Coating,23,Advanced Sensor Grid,20,Energy Connector,17,,,,,,,,
garnet-crystals-extractor-t2,Garnet Crystals Extractor,BUILDING,2,2,75,System Asteroid Belt; Ice Giant,MUD;ONI;USTUR,Extraction,,Reactive Coating,27,Advanced Sensor Grid,24,Energy Connector,20,Field Coils,19,,,,,,
garnet-crystals-extractor-t3,Garnet Crystals Extractor,BUILDING,3,2,60,System Asteroid Belt; Ice Giant,MUD;ONI;USTUR,Extraction,,Reactive Coating,33,Advanced Sensor Grid,28,Energy Connector,24,Field Coils,23,Aluminum,21,,,,
garnet-crystals-extractor-t4,Garnet Crystals Extractor,BUILDING,4,2,50,System Asteroid Belt; Ice Giant,MUD;ONI;USTUR,Extraction,,Reactive Coating,38,Advanced Sensor Grid,33,Energy Connector,29,Field Coils,28,Aluminum,25,Utility Conduit,23,,
garnet-crystals-extractor-t5,Garnet Crystals Extractor,BUILDING,5,2,40,System Asteroid Belt; Ice Giant,MUD;ONI;USTUR,Extraction,,Reactive Coating,46,Advanced Sensor Grid,40,Energy Connector,35,Field Coils,33,Aluminum,30,Utility Conduit,28,Heat Dissipator,25
oxygen-extractor-t1,Oxygen Extractor,BUILDING,1,2,90,Terrestrial Planet; Oceanic Planet; Ice Giant,MUD;ONI;USTUR,Extraction,,Utility Conduit,23,Bio Stabilizer,20,Fuel Primer,17,,,,,,,,
oxygen-extractor-t2,Oxygen Extractor,BUILDING,2,2,75,Terrestrial Planet; Oceanic Planet; Ice Giant,MUD;ONI;USTUR,Extraction,,Utility Conduit,27,Bio Stabilizer,24,Fuel Primer,21,Advanced Sensor Grid,19,,,,,,
oxygen-extractor-t3,Oxygen Extractor,BUILDING,3,2,60,Terrestrial Planet; Oceanic Planet; Ice Giant,MUD;ONI;USTUR,Extraction,,Utility Conduit,32,Bio Stabilizer,29,Fuel Primer,25,Advanced Sensor Grid,23,Energy Connector,21,,,,
oxygen-extractor-t4,Oxygen Extractor,BUILDING,4,2,50,Terrestrial Planet; Oceanic Planet; Ice Giant,MUD;ONI;USTUR,Extraction,,Utility Conduit,38,Bio Stabilizer,35,Fuel Primer,30,Advanced Sensor Grid,27,Energy Connector,25,Boron Composite,23,,
oxygen-extractor-t5,Oxygen Extractor,BUILDING,5,2,40,Terrestrial Planet; Oceanic Planet; Ice Giant,MUD;ONI;USTUR,Extraction,,Utility Conduit,46,Bio Stabilizer,41,Fuel Primer,36,Advanced Sensor Grid,32,Energy Connector,30,Boron Composite,27,Aluminum,25
peridot-crystals-extractor-t1,Peridot Crystals Extractor,BUILDING,1,2,90,Ice Giant; Volcanic Planet,MUD;ONI;USTUR,Extraction,,Aluminum,23,Climate Controller,20,Utility Conduit,17,,,,,,,,
peridot-crystals-extractor-t2,Peridot Crystals Extractor,BUILDING,2,2,75,Ice Giant; Volcanic Planet,MUD;ONI;USTUR,Extraction,,Aluminum,27,Climate Controller,24,Utility Conduit,21,Energy Connector,19,,,,,,
peridot-crystals-extractor-t3,Peridot Crystals Extractor,BUILDING,3,2,60,Ice Giant; Volcanic Planet,MUD;ONI;USTUR,Extraction,,Aluminum,32,Climate Controller,29,Utility Conduit,26,Energy Connector,23,Advanced Sensor Grid,21,,,,
peridot-crystals-extractor-t4,Peridot Crystals Extractor,BUILDING,4,2,50,Ice Giant; Volcanic Planet,MUD;ONI;USTUR,Extraction,,Aluminum,38,Climate Controller,35,Utility Conduit,30,Energy Connector,28,Advanced Sensor Grid,25,Dimensional Stabilizer,23,,
peridot-crystals-extractor-t5,Peridot Crystals Extractor,BUILDING,5,2,40,Ice Giant; Volcanic Planet,MUD;ONI;USTUR,Extraction,,Aluminum,46,Climate Controller,42,Utility Conduit,35,Energy Connector,34,Advanced Sensor Grid,29,Dimensional Stabilizer,28,Emergency Transmitter,25
zirconium-ore-extractor-t1,Zirconium Ore Extractor,BUILDING,1,4,300,Ice Giant,MUD;ONI;USTUR,Extraction,,Capacity Control Core,19,Abyssal Energy Core,16,Zirconium,13,,,,,,,,
zirconium-ore-extractor-t2,Zirconium Ore Extractor,BUILDING,2,4,250,Ice Giant,MUD;ONI;USTUR,Extraction,,Capacity Control Core,23,Abyssal Energy Core,19,Zirconium,16,Structural Control Array,15,,,,,,
zirconium-ore-extractor-t3,Zirconium Ore Extractor,BUILDING,3,4,200,Ice Giant,MUD;ONI;USTUR,Extraction,,Capacity Control Core,27,Abyssal Energy Core,23,Zirconium,19,Structural Control Array,18,Energy Substrate,17,,,,
zirconium-ore-extractor-t4,Zirconium Ore Extractor,BUILDING,4,4,160,Ice Giant,MUD;ONI;USTUR,Extraction,,Capacity Control Core,33,Abyssal Energy Core,27,Zirconium,23,Structural Control Array,21,Energy Substrate,21,Radiation Absorber,19,,
zirconium-ore-extractor-t5,Zirconium Ore Extractor,BUILDING,5,4,120,Ice Giant,MUD;ONI;USTUR,Extraction,,Capacity Control Core,39,Abyssal Energy Core,32,Zirconium,27,Structural Control Array,25,Energy Substrate,25,Radiation Absorber,23,Kinetic Stabilizer Core,21
gas-giant-central-hub-t1,Gas Giant Central Hub,BUILDING,1,1,90,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Arco,25,Germanium,20,Hydrogen,15,,,,,,,,
gas-giant-central-hub-t2,Gas Giant Central Hub,BUILDING,2,1,135,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Germanium Ingot,30,Germanium,24,Hydrocarbon,18,Germanium Ingot,21,,,,,,
gas-giant-central-hub-t3,Gas Giant Central Hub,BUILDING,3,1,180,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Germanium Ingot,36,Germanium,28,Hydrocarbon,22,Germanium Ingot,25,Control Circuit,23,,,,
gas-giant-central-hub-t4,Gas Giant Central Hub,BUILDING,4,1,270,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Germanium Ingot,43,Germanium,34,Hydrocarbon,27,Germanium Ingot,30,Control Circuit,27,Structural Joint,25,,
gas-giant-central-hub-t5,Gas Giant Central Hub,BUILDING,5,1,360,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Germanium Ingot,52,Germanium,41,Hydrocarbon,33,Germanium Ingot,36,Control Circuit,32,Structural Joint,30,Temperature Sensor,27
gas-giant-cultivation-hub-t1,Gas Giant Cultivation Hub,BUILDING,1,1,90,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Arco,25,Germanium,20,Hydrogen,15,,,,,,,,
gas-giant-cultivation-hub-t2,Gas Giant Cultivation Hub,BUILDING,2,1,135,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Germanium Ingot,30,Germanium,24,Hydrocarbon,18,Control Circuit,21,,,,,,
gas-giant-cultivation-hub-t3,Gas Giant Cultivation Hub,BUILDING,3,1,180,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Germanium Ingot,36,Germanium,28,Hydrocarbon,21,Control Circuit,25,Processing Core,23,,,,
gas-giant-cultivation-hub-t4,Gas Giant Cultivation Hub,BUILDING,4,1,270,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Germanium Ingot,43,Germanium,33,Hydrocarbon,26,Control Circuit,30,Processing Core,28,Structural Joint,25,,
gas-giant-cultivation-hub-t5,Gas Giant Cultivation Hub,BUILDING,5,1,360,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Germanium Ingot,50,Germanium,39,Hydrocarbon,31,Control Circuit,36,Processing Core,34,Structural Joint,29,Temperature Sensor,27
gas-giant-processing-hub-t1,Gas Giant Processing Hub,BUILDING,1,1,90,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Arco,25,Germanium,20,Hydrogen,15,,,,,,,,
gas-giant-processing-hub-t2,Gas Giant Processing Hub,BUILDING,2,1,135,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Germanium Ingot,29,Germanium,24,Hydrocarbon,18,Control Circuit,21,,,,,,
gas-giant-processing-hub-t3,Gas Giant Processing Hub,BUILDING,3,1,180,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Germanium Ingot,35,Germanium,28,Hydrocarbon,22,Control Circuit,25,Temperature Sensor,23,,,,
gas-giant-processing-hub-t4,Gas Giant Processing Hub,BUILDING,4,1,270,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Germanium Ingot,42,Germanium,34,Hydrocarbon,26,Control Circuit,29,Temperature Sensor,27,Structural Joint,25,,
gas-giant-processing-hub-t5,Gas Giant Processing Hub,BUILDING,5,1,360,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Germanium Ingot,49,Germanium,41,Hydrocarbon,31,Control Circuit,34,Temperature Sensor,32,Structural Joint,30,Germanium Ingot,27
gas-giant-extraction-hub-t1,Gas Giant Extraction Hub,BUILDING,1,1,90,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Arco,25,Germanium,20,Hydrogen,15,,,,,,,,
gas-giant-extraction-hub-t2,Gas Giant Extraction Hub,BUILDING,2,1,135,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Germanium Ingot,29,Germanium,24,Hydrocarbon,18,Control Circuit,21,,,,,,
gas-giant-extraction-hub-t3,Gas Giant Extraction Hub,BUILDING,3,1,180,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Germanium Ingot,34,Germanium,28,Hydrocarbon,21,Control Circuit,25,Processing Core,23,,,,
gas-giant-extraction-hub-t4,Gas Giant Extraction Hub,BUILDING,4,1,270,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Germanium Ingot,41,Germanium,34,Hydrocarbon,26,Control Circuit,30,Processing Core,28,Germanium Ingot,25,,
gas-giant-extraction-hub-t5,Gas Giant Extraction Hub,BUILDING,5,1,360,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Germanium Ingot,49,Germanium,41,Hydrocarbon,31,Control Circuit,36,Processing Core,34,Germanium Ingot,30,Temperature Sensor,27
gas-giant-storage-hub-t1,Gas Giant Storage Hub,BUILDING,1,1,90,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Arco,25,Germanium,20,Hydrogen,15,,,,,,,,
gas-giant-storage-hub-t2,Gas Giant Storage Hub,BUILDING,2,1,135,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Germanium Ingot,30,Germanium,24,Hydrocarbon,18,Processing Core,21,,,,,,
gas-giant-storage-hub-t3,Gas Giant Storage Hub,BUILDING,3,1,180,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Germanium Ingot,36,Germanium,29,Hydrocarbon,22,Processing Core,25,Structural Joint,23,,,,
gas-giant-storage-hub-t4,Gas Giant Storage Hub,BUILDING,4,1,270,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Germanium Ingot,43,Germanium,34,Hydrocarbon,27,Processing Core,30,Structural Joint,27,Germanium Ingot,25,,
gas-giant-storage-hub-t5,Gas Giant Storage Hub,BUILDING,5,1,360,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Germanium Ingot,52,Germanium,40,Hydrocarbon,32,Processing Core,36,Structural Joint,32,Germanium Ingot,30,Control Circuit,27
gas-giant-farm-hub-t1,Gas Giant Farm Hub,BUILDING,1,1,90,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Arco,25,Germanium,20,Hydrogen,15,,,,,,,,
gas-giant-farm-hub-t2,Gas Giant Farm Hub,BUILDING,2,1,135,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Germanium Ingot,30,Germanium,24,Hydrocarbon,18,Control Circuit,21,,,,,,
gas-giant-farm-hub-t3,Gas Giant Farm Hub,BUILDING,3,1,180,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Germanium Ingot,36,Germanium,29,Hydrocarbon,22,Control Circuit,25,Temperature Sensor,23,,,,
gas-giant-farm-hub-t4,Gas Giant Farm Hub,BUILDING,4,1,270,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Germanium Ingot,42,Germanium,34,Hydrocarbon,26,Control Circuit,29,Temperature Sensor,28,Structural Joint,25,,
gas-giant-farm-hub-t5,Gas Giant Farm Hub,BUILDING,5,1,360,Gas Giant,MUD;ONI;USTUR,Infrastructure,,Germanium Ingot,49,Germanium,41,Hydrocarbon,30,Control Circuit,35,Temperature Sensor,33,Structural Joint,30,Germanium Ingot,27
