OutputID,OutputName,ComponentCategory,OutputType,Size,OutputTier,ConstructionTime,PlanetTypes,Factions,ResourceType,ProductionSteps,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Column 28,Column 29
emp-beam-cmd-t4,Emp Beam CMD T4,ELECTROMAGNETIC,SHIP_WEAPONS,,4,4800,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,,Emp Beam CMD T3,1,EMP Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,
emp-beam-cmd-t5,Emp Beam CMD T5,ELECTROMAGNETIC,SHIP_WEAPONS,,5,9600,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,,Emp Beam CMD T4,1,EMP Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,
emp-beam-class8-t1,Emp Beam CLASS8 T1,ELECTROMAGNETIC,SHIP_WEAPONS,,1,540,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,EMP Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,,
emp-beam-class8-t2,Emp Beam CLASS8 T2,ELECTROMAGNETIC,SHIP_WEAPONS,,2,1080,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Emp Beam CLASS8 T1,1,EMP Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,
emp-beam-class8-t3,Emp Beam CLASS8 T3,ELECTROMAGNETIC,SHIP_WEAPONS,,3,2700,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Emp Beam CLASS8 T2,1,EMP Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,
emp-beam-class8-t4,Emp Beam CLASS8 T4,ELECTROMAGNETIC,SHIP_WEAPONS,,4,5400,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,,Emp Beam CLASS8 T3,1,EMP Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,
emp-beam-class8-t5,Emp Beam CLASS8 T5,ELECTROMAGNETIC,SHIP_WEAPONS,,5,10800,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,,Emp Beam CLASS8 T4,1,EMP Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,
emp-beam-ttn-t1,Emp Beam TTN T1,ELECTROMAGNETIC,SHIP_WEAPONS,,1,600,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,EMP Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,,
emp-beam-ttn-t2,Emp Beam TTN T2,ELECTROMAGNETIC,SHIP_WEAPONS,,2,1200,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Emp Beam TTN T1,1,EMP Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,
emp-beam-ttn-t3,Emp Beam TTN T3,ELECTROMAGNETIC,SHIP_WEAPONS,,3,3000,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Emp Beam TTN T2,1,EMP Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,
emp-beam-ttn-t4,Emp Beam TTN T4,ELECTROMAGNETIC,SHIP_WEAPONS,,4,6000,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,,Emp Beam TTN T3,1,EMP Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,
emp-beam-ttn-t5,Emp Beam TTN T5,ELECTROMAGNETIC,SHIP_WEAPONS,,5,12000,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,,Emp Beam TTN T4,1,EMP Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,
superchill-rapidfire-xxxs-t1,Superchill Rapidfire XXXS T1,THERMAL,SHIP_WEAPONS,,1,60,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Payload Kit,1,Rapidfire Controller,1,,,,,,,,,,,,,,
superchill-rapidfire-xxxs-t2,Superchill Rapidfire XXXS T2,THERMAL,SHIP_WEAPONS,,2,120,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire XXXS T1,1,Superchill Payload Kit,1,Rapidfire Controller,1,,,,,,,,,,,,
superchill-rapidfire-xxxs-t3,Superchill Rapidfire XXXS T3,THERMAL,SHIP_WEAPONS,,3,300,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire XXXS T2,1,Superchill Payload Kit,1,Rapidfire Controller,1,,,,,,,,,,,,
superchill-rapidfire-xxxs-t4,Superchill Rapidfire XXXS T4,THERMAL,SHIP_WEAPONS,,4,600,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire XXXS T3,1,Superchill Payload Kit,1,Rapidfire Controller,1,,,,,,,,,,,,
superchill-rapidfire-xxxs-t5,Superchill Rapidfire XXXS T5,THERMAL,SHIP_WEAPONS,,5,1200,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire XXXS T4,1,Superchill Payload Kit,1,Rapidfire Controller,1,,,,,,,,,,,,
superchill-rapidfire-xxs-t1,Superchill Rapidfire XXS T1,THERMAL,SHIP_WEAPONS,,1,120,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Payload Kit,1,Rapidfire Controller,1,,,,,,,,,,,,,,
superchill-rapidfire-xxs-t2,Superchill Rapidfire XXS T2,THERMAL,SHIP_WEAPONS,,2,240,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire XXS T1,1,Superchill Payload Kit,1,Rapidfire Controller,1,,,,,,,,,,,,
superchill-rapidfire-xxs-t3,Superchill Rapidfire XXS T3,THERMAL,SHIP_WEAPONS,,3,600,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire XXS T2,1,Superchill Payload Kit,1,Rapidfire Controller,1,,,,,,,,,,,,
superchill-rapidfire-xxs-t4,Superchill Rapidfire XXS T4,THERMAL,SHIP_WEAPONS,,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire XXS T3,1,Superchill Payload Kit,1,Rapidfire Controller,1,,,,,,,,,,,,
superchill-rapidfire-xxs-t5,Superchill Rapidfire XXS T5,THERMAL,SHIP_WEAPONS,,5,2400,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire XXS T4,1,Superchill Payload Kit,1,Rapidfire Controller,1,,,,,,,,,,,,
superchill-rapidfire-xs-t1,Superchill Rapidfire XS T1,THERMAL,SHIP_WEAPONS,,1,180,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,,,,,,,,,,,,
superchill-rapidfire-xs-t2,Superchill Rapidfire XS T2,THERMAL,SHIP_WEAPONS,,2,360,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire XS T1,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,,,,,,,,,,
superchill-rapidfire-xs-t3,Superchill Rapidfire XS T3,THERMAL,SHIP_WEAPONS,,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire XS T2,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,,,,,,,,,,
superchill-rapidfire-xs-t4,Superchill Rapidfire XS T4,THERMAL,SHIP_WEAPONS,,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire XS T3,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,,,,,,,,,,
superchill-rapidfire-xs-t5,Superchill Rapidfire XS T5,THERMAL,SHIP_WEAPONS,,5,3600,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire XS T4,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,,,,,,,,,,
superchill-rapidfire-s-t1,Superchill Rapidfire S T1,THERMAL,SHIP_WEAPONS,,1,240,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,,,,,,,,,,,,
superchill-rapidfire-s-t2,Superchill Rapidfire S T2,THERMAL,SHIP_WEAPONS,,2,480,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire S T1,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,,,,,,,,,,
superchill-rapidfire-s-t3,Superchill Rapidfire S T3,THERMAL,SHIP_WEAPONS,,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire S T2,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,,,,,,,,,,
superchill-rapidfire-s-t4,Superchill Rapidfire S T4,THERMAL,SHIP_WEAPONS,,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire S T3,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,,,,,,,,,,
superchill-rapidfire-s-t5,Superchill Rapidfire S T5,THERMAL,SHIP_WEAPONS,,5,4800,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire S T4,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,,,,,,,,,,
superchill-rapidfire-m-t1,Superchill Rapidfire M T1,THERMAL,SHIP_WEAPONS,,1,300,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,,
superchill-rapidfire-m-t2,Superchill Rapidfire M T2,THERMAL,SHIP_WEAPONS,,2,600,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire M T1,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,
superchill-rapidfire-m-t3,Superchill Rapidfire M T3,THERMAL,SHIP_WEAPONS,,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire M T2,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,
superchill-rapidfire-m-t4,Superchill Rapidfire M T4,THERMAL,SHIP_WEAPONS,,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire M T3,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,
superchill-rapidfire-m-t5,Superchill Rapidfire M T5,THERMAL,SHIP_WEAPONS,,5,6000,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire M T4,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,
superchill-rapidfire-l-t1,Superchill Rapidfire L T1,THERMAL,SHIP_WEAPONS,,1,360,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,,
superchill-rapidfire-l-t2,Superchill Rapidfire L T2,THERMAL,SHIP_WEAPONS,,2,720,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire L T1,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,
superchill-rapidfire-l-t3,Superchill Rapidfire L T3,THERMAL,SHIP_WEAPONS,,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire L T2,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,
superchill-rapidfire-l-t4,Superchill Rapidfire L T4,THERMAL,SHIP_WEAPONS,,4,3600,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire L T3,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,
superchill-rapidfire-l-t5,Superchill Rapidfire L T5,THERMAL,SHIP_WEAPONS,,5,7200,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire L T4,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,
superchill-rapidfire-cap-t1,Superchill Rapidfire CAP T1,THERMAL,SHIP_WEAPONS,,1,420,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,,
superchill-rapidfire-cap-t2,Superchill Rapidfire CAP T2,THERMAL,SHIP_WEAPONS,,2,840,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire CAP T1,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,
superchill-rapidfire-cap-t3,Superchill Rapidfire CAP T3,THERMAL,SHIP_WEAPONS,,3,2100,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire CAP T2,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,
superchill-rapidfire-cap-t4,Superchill Rapidfire CAP T4,THERMAL,SHIP_WEAPONS,,4,4200,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire CAP T3,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,
superchill-rapidfire-cap-t5,Superchill Rapidfire CAP T5,THERMAL,SHIP_WEAPONS,,5,8400,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire CAP T4,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,
superchill-rapidfire-cmd-t1,Superchill Rapidfire CMD T1,THERMAL,SHIP_WEAPONS,,1,480,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,,
superchill-rapidfire-cmd-t2,Superchill Rapidfire CMD T2,THERMAL,SHIP_WEAPONS,,2,960,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire CMD T1,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,
superchill-rapidfire-cmd-t3,Superchill Rapidfire CMD T3,THERMAL,SHIP_WEAPONS,,3,2400,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire CMD T2,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,
superchill-rapidfire-cmd-t4,Superchill Rapidfire CMD T4,THERMAL,SHIP_WEAPONS,,4,4800,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire CMD T3,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,
superchill-rapidfire-cmd-t5,Superchill Rapidfire CMD T5,THERMAL,SHIP_WEAPONS,,5,9600,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire CMD T4,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,
superchill-rapidfire-class8-t1,Superchill Rapidfire CLASS8 T1,THERMAL,SHIP_WEAPONS,,1,540,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,,
superchill-rapidfire-class8-t2,Superchill Rapidfire CLASS8 T2,THERMAL,SHIP_WEAPONS,,2,1080,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire CLASS8 T1,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,
superchill-rapidfire-class8-t3,Superchill Rapidfire CLASS8 T3,THERMAL,SHIP_WEAPONS,,3,2700,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire CLASS8 T2,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,
superchill-rapidfire-class8-t4,Superchill Rapidfire CLASS8 T4,THERMAL,SHIP_WEAPONS,,4,5400,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire CLASS8 T3,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,
superchill-rapidfire-class8-t5,Superchill Rapidfire CLASS8 T5,THERMAL,SHIP_WEAPONS,,5,10800,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire CLASS8 T4,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,
superchill-rapidfire-ttn-t1,Superchill Rapidfire TTN T1,THERMAL,SHIP_WEAPONS,,1,600,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,,
superchill-rapidfire-ttn-t2,Superchill Rapidfire TTN T2,THERMAL,SHIP_WEAPONS,,2,1200,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire TTN T1,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,
superchill-rapidfire-ttn-t3,Superchill Rapidfire TTN T3,THERMAL,SHIP_WEAPONS,,3,3000,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire TTN T2,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,
superchill-rapidfire-ttn-t4,Superchill Rapidfire TTN T4,THERMAL,SHIP_WEAPONS,,4,6000,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire TTN T3,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,
superchill-rapidfire-ttn-t5,Superchill Rapidfire TTN T5,THERMAL,SHIP_WEAPONS,,5,12000,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,,Superchill Rapidfire TTN T4,1,Superchill Payload Kit,1,Rapidfire Controller,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,
superchill-cannon-xxxs-t1,Superchill Cannon XXXS T1,THERMAL,SHIP_WEAPONS,,1,60,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,,,
superchill-cannon-xxxs-t2,Superchill Cannon XXXS T2,THERMAL,SHIP_WEAPONS,,2,120,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Cannon XXXS T1,1,Superchill Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,
superchill-cannon-xxxs-t3,Superchill Cannon XXXS T3,THERMAL,SHIP_WEAPONS,,3,300,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Cannon XXXS T2,1,Superchill Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,
superchill-cannon-xxxs-t4,Superchill Cannon XXXS T4,THERMAL,SHIP_WEAPONS,,4,600,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,,Superchill Cannon XXXS T3,1,Superchill Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,
superchill-cannon-xxxs-t5,Superchill Cannon XXXS T5,THERMAL,SHIP_WEAPONS,,5,1200,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,,Superchill Cannon XXXS T4,1,Superchill Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,
superchill-cannon-xxs-t1,Superchill Cannon XXS T1,THERMAL,SHIP_WEAPONS,,1,120,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,,,
superchill-cannon-xxs-t2,Superchill Cannon XXS T2,THERMAL,SHIP_WEAPONS,,2,240,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Cannon XXS T1,1,Superchill Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,
superchill-cannon-xxs-t3,Superchill Cannon XXS T3,THERMAL,SHIP_WEAPONS,,3,600,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Cannon XXS T2,1,Superchill Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,
superchill-cannon-xxs-t4,Superchill Cannon XXS T4,THERMAL,SHIP_WEAPONS,,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,,Superchill Cannon XXS T3,1,Superchill Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,
superchill-cannon-xxs-t5,Superchill Cannon XXS T5,THERMAL,SHIP_WEAPONS,,5,2400,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,,Superchill Cannon XXS T4,1,Superchill Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,
superchill-cannon-xs-t1,Superchill Cannon XS T1,THERMAL,SHIP_WEAPONS,,1,180,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,,,,,,,,,,,,
superchill-cannon-xs-t2,Superchill Cannon XS T2,THERMAL,SHIP_WEAPONS,,2,360,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Cannon XS T1,1,Superchill Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,,,,,,,,,,
superchill-cannon-xs-t3,Superchill Cannon XS T3,THERMAL,SHIP_WEAPONS,,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Cannon XS T2,1,Superchill Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,,,,,,,,,,
superchill-cannon-xs-t4,Superchill Cannon XS T4,THERMAL,SHIP_WEAPONS,,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,,Superchill Cannon XS T3,1,Superchill Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,,,,,,,,,,
superchill-cannon-xs-t5,Superchill Cannon XS T5,THERMAL,SHIP_WEAPONS,,5,3600,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,,Superchill Cannon XS T4,1,Superchill Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,,,,,,,,,,
superchill-cannon-s-t1,Superchill Cannon S T1,THERMAL,SHIP_WEAPONS,,1,240,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,,,,,,,,,,,,
superchill-cannon-s-t2,Superchill Cannon S T2,THERMAL,SHIP_WEAPONS,,2,480,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Cannon S T1,1,Superchill Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,,,,,,,,,,
superchill-cannon-s-t3,Superchill Cannon S T3,THERMAL,SHIP_WEAPONS,,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Cannon S T2,1,Superchill Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,,,,,,,,,,
superchill-cannon-s-t4,Superchill Cannon S T4,THERMAL,SHIP_WEAPONS,,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,,Superchill Cannon S T3,1,Superchill Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,,,,,,,,,,
superchill-cannon-s-t5,Superchill Cannon S T5,THERMAL,SHIP_WEAPONS,,5,4800,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,,Superchill Cannon S T4,1,Superchill Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,,,,,,,,,,
superchill-cannon-m-t1,Superchill Cannon M T1,THERMAL,SHIP_WEAPONS,,1,300,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,,
superchill-cannon-m-t2,Superchill Cannon M T2,THERMAL,SHIP_WEAPONS,,2,600,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,,Superchill Cannon M T1,1,Superchill Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,
