OutputID,OutputName,OutputType,OutputTier,ConstructionTime,PlanetTypes,Factions,ResourceType,ProductionSteps,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Ingredient9,Quantity9,Column 28,Column 29,Column 30,Column 31
amber-resin-extractor-t5,Amber Resin Extractor T5,BUILDING,5,1500,Terrestrial Planet,USTUR,STRUCTURE,5,Superconductor Grid,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,,,,,
boron-ore-extractor-t1,Boron Ore Extractor T1,BUILDING,1,300,System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,1,Control Circuit,1,Copper Wire,1,Framework 1,1,,,,,,,,,,,,,,,,
boron-ore-extractor-t2,Boron Ore Extractor T2,BUILDING,2,600,System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,2,Control Circuit,1,Copper Wire,1,Framework 1,1,,,,,,,,,,,,,,,,
boron-ore-extractor-t3,Boron Ore Extractor T3,BUILDING,3,900,System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,3,Circuit Board,1,Circuit Breaker Assembly,1,Steel,1,Sensor Chip,1,,,,,,,,,,,,,,
boron-ore-extractor-t4,Boron Ore Extractor T4,BUILDING,4,1200,System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,4,Lock Mechanism,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Magnet,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
boron-ore-extractor-t5,Boron Ore Extractor T5,BUILDING,5,1500,System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,5,Superconductor Grid,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,,,,,
carbon-extractor-t1,Carbon Extractor T1,BUILDING,1,300,Gas Giant;Terrestrial Planet,MUD;ONI;USTUR,STRUCTURE,1,Drive Motor,1,Framework 1,1,Iron,1,,,,,,,,,,,,,,,,
carbon-extractor-t2,Carbon Extractor T2,BUILDING,2,600,Gas Giant;Terrestrial Planet,MUD;ONI;USTUR,STRUCTURE,2,Drive Motor,1,Framework 1,1,Iron,1,,,,,,,,,,,,,,,,
carbon-extractor-t3,Carbon Extractor T3,BUILDING,3,900,Gas Giant;Terrestrial Planet,MUD;ONI;USTUR,STRUCTURE,3,Cooling System,1,Sensor Chip,1,Steel,1,Circuit Board,1,,,,,,,,,,,,,,
carbon-extractor-t4,Carbon Extractor T4,BUILDING,4,1200,Gas Giant;Terrestrial Planet,MUD;ONI;USTUR,STRUCTURE,4,Lock Mechanism,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Magnet,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
carbon-extractor-t5,Carbon Extractor T5,BUILDING,5,1500,Gas Giant;Terrestrial Planet,MUD;ONI;USTUR,STRUCTURE,5,Superconductor Grid,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,,,,,
diamond-extractor-t1,Diamond Extractor T1,BUILDING,1,300,Dark Planet;Ice Giant;Volcanic Planet,MUD,STRUCTURE,1,Control Circuit,1,Drive Motor,1,Framework 1,1,,,,,,,,,,,,,,,,
diamond-extractor-t2,Diamond Extractor T2,BUILDING,2,600,Dark Planet;Ice Giant;Volcanic Planet,MUD,STRUCTURE,2,Control Circuit,1,Drive Motor,1,Framework 1,1,,,,,,,,,,,,,,,,
diamond-extractor-t3,Diamond Extractor T3,BUILDING,3,900,Dark Planet;Ice Giant;Volcanic Planet,MUD,STRUCTURE,3,Circuit Board,1,Performance Monitor,1,Steel,1,Sensor Chip,1,,,,,,,,,,,,,,
diamond-extractor-t4,Diamond Extractor T4,BUILDING,4,1200,Dark Planet;Ice Giant;Volcanic Planet,MUD,STRUCTURE,4,Lock Mechanism,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Magnet,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
diamond-extractor-t5,Diamond Extractor T5,BUILDING,5,1500,Dark Planet;Ice Giant;Volcanic Planet,MUD,STRUCTURE,5,Neural Processing Core,1,Framework 3,1,Quantum Data Processor,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,,,,,
radiant-dust-extractor-t1,Radiant Dust Extractor T1,BUILDING,1,300,Dark Planet,MUD,STRUCTURE,1,Drive Motor,1,Flow Regulator,1,Framework 1,1,,,,,,,,,,,,,,,,
radiant-dust-extractor-t2,Radiant Dust Extractor T2,BUILDING,2,600,Dark Planet,MUD,STRUCTURE,2,Drive Motor,1,Flow Regulator,1,Framework 1,1,,,,,,,,,,,,,,,,
radiant-dust-extractor-t3,Radiant Dust Extractor T3,BUILDING,3,900,Dark Planet,MUD,STRUCTURE,3,Circuit Board,1,Performance Monitor,1,Steel,1,Sensor Chip,1,,,,,,,,,,,,,,
radiant-dust-extractor-t4,Radiant Dust Extractor T4,BUILDING,4,1200,Dark Planet,MUD,STRUCTURE,4,Lock Mechanism,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Magnet,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
radiant-dust-extractor-t5,Radiant Dust Extractor T5,BUILDING,5,1500,Dark Planet,MUD,STRUCTURE,5,Neural Processing Core,1,Framework 3,1,Quantum Data Processor,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,,,,,
copper-ore-extractor-t1,Copper Ore Extractor T1,BUILDING,1,300,Barren Planet;System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,1,Control Circuit,1,Copper Wire,1,Framework 1,1,,,,,,,,,,,,,,,,
copper-ore-extractor-t2,Copper Ore Extractor T2,BUILDING,2,600,Barren Planet;System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,2,Control Circuit,1,Copper Wire,1,Framework 1,1,,,,,,,,,,,,,,,,
copper-ore-extractor-t3,Copper Ore Extractor T3,BUILDING,3,900,Barren Planet;System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,3,Circuit Board,1,Circuit Breaker Assembly,1,Steel,1,Sensor Chip,1,,,,,,,,,,,,,,
copper-ore-extractor-t4,Copper Ore Extractor T4,BUILDING,4,1200,Barren Planet;System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,4,Lock Mechanism,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Magnet,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
copper-ore-extractor-t5,Copper Ore Extractor T5,BUILDING,5,1500,Barren Planet;System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,5,Quantum Data Processor,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,,,,,
cryo-formation-crystals-extractor-t1,Cryo Formation Crystals Extractor T1,BUILDING,1,300,Ice Giant,MUD;ONI;USTUR,STRUCTURE,1,Steel,1,Circuit Board,1,Scanner Module,1,Magnet,1,,,,,,,,,,,,,,
cryo-formation-crystals-extractor-t2,Cryo Formation Crystals Extractor T2,BUILDING,2,600,Ice Giant,MUD;ONI;USTUR,STRUCTURE,2,Steel,1,Circuit Board,1,Scanner Module,1,Magnet,1,,,,,,,,,,,,,,
cryo-formation-crystals-extractor-t3,Cryo Formation Crystals Extractor T3,BUILDING,3,900,Ice Giant,MUD;ONI;USTUR,STRUCTURE,3,Steel,1,Circuit Board,1,Scanner Module,1,Magnet,1,,,,,,,,,,,,,,
cryo-formation-crystals-extractor-t4,Cryo Formation Crystals Extractor T4,BUILDING,4,1200,Ice Giant,MUD;ONI;USTUR,STRUCTURE,4,Power Junction Hub,1,Framework 3,1,Circuit Board,1,Scanner Module,1,Lock Mechanism,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
cryo-formation-crystals-extractor-t5,Cryo Formation Crystals Extractor T5,BUILDING,5,1500,Ice Giant,MUD;ONI;USTUR,STRUCTURE,5,Neural Processing Core,1,Framework 3,1,Quantum Data Processor,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,,,,,
cinnabar-crystals-extractor-t1,Cinnabar Crystals Extractor T1,BUILDING,1,300,Volcanic Planet,MUD,STRUCTURE,1,Scanner Module,1,Fiber Optic Bundle,1,Steel,1,Circuit Board,1,,,,,,,,,,,,,,
cinnabar-crystals-extractor-t2,Cinnabar Crystals Extractor T2,BUILDING,2,600,Volcanic Planet,MUD,STRUCTURE,2,Scanner Module,1,Fiber Optic Bundle,1,Steel,1,Circuit Board,1,,,,,,,,,,,,,,
cinnabar-crystals-extractor-t3,Cinnabar Crystals Extractor T3,BUILDING,3,900,Volcanic Planet,MUD,STRUCTURE,3,Scanner Module,1,Fiber Optic Bundle,1,Steel,1,Circuit Board,1,,,,,,,,,,,,,,
cinnabar-crystals-extractor-t4,Cinnabar Crystals Extractor T4,BUILDING,4,1200,Volcanic Planet,MUD,STRUCTURE,4,Platinum Alloy,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Lock Mechanism,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
cinnabar-crystals-extractor-t5,Cinnabar Crystals Extractor T5,BUILDING,5,1500,Volcanic Planet,MUD,STRUCTURE,5,Quantum Shield Core,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,,,,,
glowstone-crystals-extractor-t1,Glowstone Crystals Extractor T1,BUILDING,1,300,Volcanic Planet,ONI,STRUCTURE,1,Scanner Module,1,Fiber Optic Bundle,1,Steel,1,Circuit Board,1,,,,,,,,,,,,,,
glowstone-crystals-extractor-t2,Glowstone Crystals Extractor T2,BUILDING,2,600,Volcanic Planet,ONI,STRUCTURE,2,Scanner Module,1,Fiber Optic Bundle,1,Steel,1,Circuit Board,1,,,,,,,,,,,,,,
glowstone-crystals-extractor-t3,Glowstone Crystals Extractor T3,BUILDING,3,900,Volcanic Planet,ONI,STRUCTURE,3,Scanner Module,1,Fiber Optic Bundle,1,Steel,1,Circuit Board,1,,,,,,,,,,,,,,
glowstone-crystals-extractor-t4,Glowstone Crystals Extractor T4,BUILDING,4,1200,Volcanic Planet,ONI,STRUCTURE,4,Platinum Alloy,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Lock Mechanism,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
glowstone-crystals-extractor-t5,Glowstone Crystals Extractor T5,BUILDING,5,1500,Volcanic Planet,ONI,STRUCTURE,5,Quantum Shield Core,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,,,,,
dysprosium-extractor-t1,Dysprosium Extractor T1,BUILDING,1,300,Terrestrial Planet,MUD;ONI;USTUR,STRUCTURE,1,Lock Mechanism,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Magnet,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
dysprosium-extractor-t2,Dysprosium Extractor T2,BUILDING,2,600,Terrestrial Planet,MUD;ONI;USTUR,STRUCTURE,2,Lock Mechanism,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Magnet,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
dysprosium-extractor-t3,Dysprosium Extractor T3,BUILDING,3,900,Terrestrial Planet,MUD;ONI;USTUR,STRUCTURE,3,Lock Mechanism,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Magnet,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
dysprosium-extractor-t4,Dysprosium Extractor T4,BUILDING,4,1200,Terrestrial Planet,MUD;ONI;USTUR,STRUCTURE,4,Lock Mechanism,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Magnet,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
dysprosium-extractor-t5,Dysprosium Extractor T5,BUILDING,5,1500,Terrestrial Planet,MUD;ONI;USTUR,STRUCTURE,5,Superconductor Grid,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,,,,,
emerald-crystals-extractor-t1,Emerald Crystals Extractor T1,BUILDING,1,300,Dark Planet,MUD;ONI;USTUR,STRUCTURE,1,Circuit Board,1,Performance Monitor,1,Steel,1,Sensor Chip,1,,,,,,,,,,,,,,
emerald-crystals-extractor-t2,Emerald Crystals Extractor T2,BUILDING,2,600,Dark Planet,MUD;ONI;USTUR,STRUCTURE,2,Circuit Board,1,Performance Monitor,1,Steel,1,Sensor Chip,1,,,,,,,,,,,,,,
emerald-crystals-extractor-t3,Emerald Crystals Extractor T3,BUILDING,3,900,Dark Planet,MUD;ONI;USTUR,STRUCTURE,3,Circuit Board,1,Performance Monitor,1,Steel,1,Sensor Chip,1,,,,,,,,,,,,,,
emerald-crystals-extractor-t4,Emerald Crystals Extractor T4,BUILDING,4,1200,Dark Planet,MUD;ONI;USTUR,STRUCTURE,4,Lock Mechanism,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Magnet,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
emerald-crystals-extractor-t5,Emerald Crystals Extractor T5,BUILDING,5,1500,Dark Planet,MUD;ONI;USTUR,STRUCTURE,5,Neural Processing Core,1,Framework 3,1,Quantum Data Processor,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,,,,,
fluorine-gas-extractor-t1,Fluorine Gas Extractor T1,BUILDING,1,300,Gas Giant;Volcanic Planet;Oceanic Planet,MUD;ONI;USTUR,STRUCTURE,1,Control Circuit,1,Energy Capacitor,1,Framework 1,1,,,,,,,,,,,,,,,,
fluorine-gas-extractor-t2,Fluorine Gas Extractor T2,BUILDING,2,600,Gas Giant;Volcanic Planet;Oceanic Planet,MUD;ONI;USTUR,STRUCTURE,2,Control Circuit,1,Energy Capacitor,1,Framework 1,1,,,,,,,,,,,,,,,,
fluorine-gas-extractor-t3,Fluorine Gas Extractor T3,BUILDING,3,900,Gas Giant;Volcanic Planet;Oceanic Planet,MUD;ONI;USTUR,STRUCTURE,3,Cooling System,1,Performance Monitor,1,Steel,1,Circuit Board,1,,,,,,,,,,,,,,
fluorine-gas-extractor-t4,Fluorine Gas Extractor T4,BUILDING,4,1200,Gas Giant;Volcanic Planet;Oceanic Planet,MUD;ONI;USTUR,STRUCTURE,4,Lock Mechanism,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Magnet,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
fluorine-gas-extractor-t5,Fluorine Gas Extractor T5,BUILDING,5,1500,Gas Giant;Volcanic Planet;Oceanic Planet,MUD;ONI;USTUR,STRUCTURE,5,Quantum Data Processor,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,,,,,
fusion-catalyst-deposits-extractor-t1,Fusion Catalyst Deposits Extractor T1,BUILDING,1,300,Dark Planet,MUD;ONI;USTUR,STRUCTURE,1,Neural Processing Core,1,Framework 3,1,Quantum Data Processor,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,,,,,
fusion-catalyst-deposits-extractor-t2,Fusion Catalyst Deposits Extractor T2,BUILDING,2,600,Dark Planet,MUD;ONI;USTUR,STRUCTURE,2,Neural Processing Core,1,Framework 3,1,Quantum Data Processor,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,,,,,
fusion-catalyst-deposits-extractor-t3,Fusion Catalyst Deposits Extractor T3,BUILDING,3,900,Dark Planet,MUD;ONI;USTUR,STRUCTURE,3,Neural Processing Core,1,Framework 3,1,Quantum Data Processor,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,,,,,
fusion-catalyst-deposits-extractor-t4,Fusion Catalyst Deposits Extractor T4,BUILDING,4,1200,Dark Planet,MUD;ONI;USTUR,STRUCTURE,4,Neural Processing Core,1,Framework 3,1,Quantum Data Processor,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,,,,,
fusion-catalyst-deposits-extractor-t5,Fusion Catalyst Deposits Extractor T5,BUILDING,5,1500,Dark Planet,MUD;ONI;USTUR,STRUCTURE,5,Neural Processing Core,1,Framework 3,1,Quantum Data Processor,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,,,,,
garnet-crystals-extractor-t1,Garnet Crystals Extractor T1,BUILDING,1,300,Ice Giant;Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,1,Platinum Alloy,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Lock Mechanism,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
garnet-crystals-extractor-t2,Garnet Crystals Extractor T2,BUILDING,2,600,Ice Giant;Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,2,Platinum Alloy,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Lock Mechanism,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
garnet-crystals-extractor-t3,Garnet Crystals Extractor T3,BUILDING,3,900,Ice Giant;Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,3,Platinum Alloy,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Lock Mechanism,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
garnet-crystals-extractor-t4,Garnet Crystals Extractor T4,BUILDING,4,1200,Ice Giant;Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,4,Platinum Alloy,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Lock Mechanism,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
garnet-crystals-extractor-t5,Garnet Crystals Extractor T5,BUILDING,5,1500,Ice Giant;Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,5,Neural Processing Core,1,Framework 3,1,Quantum Data Processor,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,,,,,
raw-chisenic-extractor-t1,Raw Chisenic Extractor T1,BUILDING,1,300,Dark Planet,ONI,STRUCTURE,1,Circuit Board,1,Performance Monitor,1,Steel,1,Sensor Chip,1,,,,,,,,,,,,,,
raw-chisenic-extractor-t2,Raw Chisenic Extractor T2,BUILDING,2,600,Dark Planet,ONI,STRUCTURE,2,Circuit Board,1,Performance Monitor,1,Steel,1,Sensor Chip,1,,,,,,,,,,,,,,
raw-chisenic-extractor-t3,Raw Chisenic Extractor T3,BUILDING,3,900,Dark Planet,ONI,STRUCTURE,3,Circuit Board,1,Performance Monitor,1,Steel,1,Sensor Chip,1,,,,,,,,,,,,,,
raw-chisenic-extractor-t4,Raw Chisenic Extractor T4,BUILDING,4,1200,Dark Planet,ONI,STRUCTURE,4,Lock Mechanism,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Magnet,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
raw-chisenic-extractor-t5,Raw Chisenic Extractor T5,BUILDING,5,1500,Dark Planet,ONI,STRUCTURE,5,Neural Processing Core,1,Framework 3,1,Quantum Data Processor,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,,,,,
tenon-gas-extractor-t1,Tenon Gas Extractor T1,BUILDING,1,300,Gas Giant,MUD,STRUCTURE,1,Cooling System,1,Sensor Chip,1,Steel,1,Circuit Board,1,,,,,,,,,,,,,,
tenon-gas-extractor-t2,Tenon Gas Extractor T2,BUILDING,2,600,Gas Giant,MUD,STRUCTURE,2,Cooling System,1,Sensor Chip,1,Steel,1,Circuit Board,1,,,,,,,,,,,,,,
tenon-gas-extractor-t3,Tenon Gas Extractor T3,BUILDING,3,900,Gas Giant,MUD,STRUCTURE,3,Cooling System,1,Sensor Chip,1,Steel,1,Circuit Board,1,,,,,,,,,,,,,,
tenon-gas-extractor-t4,Tenon Gas Extractor T4,BUILDING,4,1200,Gas Giant,MUD,STRUCTURE,4,Cooling System,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Lock Mechanism,1,Thermal Distribution System,1,Repair Kit 3,1,,,,,,,,
tenon-gas-extractor-t5,Tenon Gas Extractor T5,BUILDING,5,1500,Gas Giant,MUD,STRUCTURE,5,Cooling System,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,,,,,
cobalt-ore-extractor-t1,Cobalt Ore Extractor T1,BUILDING,1,300,Ice Giant;Oceanic Planet,ONI,STRUCTURE,1,Lock Mechanism,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Magnet,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
cobalt-ore-extractor-t2,Cobalt Ore Extractor T2,BUILDING,2,600,Ice Giant;Oceanic Planet,ONI,STRUCTURE,2,Lock Mechanism,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Magnet,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
cobalt-ore-extractor-t3,Cobalt Ore Extractor T3,BUILDING,3,900,Ice Giant;Oceanic Planet,ONI,STRUCTURE,3,Lock Mechanism,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Magnet,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
cobalt-ore-extractor-t4,Cobalt Ore Extractor T4,BUILDING,4,1200,Ice Giant;Oceanic Planet,ONI,STRUCTURE,4,Lock Mechanism,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Magnet,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
cobalt-ore-extractor-t5,Cobalt Ore Extractor T5,BUILDING,5,1500,Ice Giant;Oceanic Planet,ONI,STRUCTURE,5,Neural Processing Core,1,Framework 3,1,Quantum Data Processor,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,,,,,
hafnium-ore-extractor-t1,Hafnium Ore Extractor T1,BUILDING,1,300,Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,1,Control Circuit,1,Energy Capacitor,1,Framework 1,1,,,,,,,,,,,,,,,,
hafnium-ore-extractor-t2,Hafnium Ore Extractor T2,BUILDING,2,600,Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,2,Control Circuit,1,Energy Capacitor,1,Framework 1,1,,,,,,,,,,,,,,,,
hafnium-ore-extractor-t3,Hafnium Ore Extractor T3,BUILDING,3,900,Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,3,Scanner Module,1,Fiber Optic Bundle,1,Steel,1,Circuit Board,1,,,,,,,,,,,,,,
hafnium-ore-extractor-t4,Hafnium Ore Extractor T4,BUILDING,4,1200,Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,4,Platinum Alloy,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Lock Mechanism,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
hafnium-ore-extractor-t5,Hafnium Ore Extractor T5,BUILDING,5,1500,Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,5,Quantum Shield Core,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,,,,,
dodiline-crystals-extractor-t1,Dodiline Crystals Extractor T1,BUILDING,1,300,Volcanic Planet,USTUR,STRUCTURE,1,Platinum Alloy,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Lock Mechanism,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
dodiline-crystals-extractor-t2,Dodiline Crystals Extractor T2,BUILDING,2,600,Volcanic Planet,USTUR,STRUCTURE,2,Platinum Alloy,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Lock Mechanism,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
dodiline-crystals-extractor-t3,Dodiline Crystals Extractor T3,BUILDING,3,900,Volcanic Planet,USTUR,STRUCTURE,3,Platinum Alloy,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Lock Mechanism,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
dodiline-crystals-extractor-t4,Dodiline Crystals Extractor T4,BUILDING,4,1200,Volcanic Planet,USTUR,STRUCTURE,4,Platinum Alloy,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Lock Mechanism,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
dodiline-crystals-extractor-t5,Dodiline Crystals Extractor T5,BUILDING,5,1500,Volcanic Planet,USTUR,STRUCTURE,5,Quantum Shield Core,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,,,,,
hydrogen-extractor-t1,Hydrogen Extractor T1,BUILDING,1,300,Gas Giant;Terrestrial Planet;Oceanic Planet,MUD;ONI;USTUR,STRUCTURE,1,Drive Motor,1,Framework 1,1,Iron,1,,,,,,,,,,,,,,,,
hydrogen-extractor-t2,Hydrogen Extractor T2,BUILDING,2,600,Gas Giant;Terrestrial Planet;Oceanic Planet,MUD;ONI;USTUR,STRUCTURE,2,Drive Motor,1,Framework 1,1,Iron,1,,,,,,,,,,,,,,,,
hydrogen-extractor-t3,Hydrogen Extractor T3,BUILDING,3,900,Gas Giant;Terrestrial Planet;Oceanic Planet,MUD;ONI;USTUR,STRUCTURE,3,Cooling System,1,Performance Monitor,1,Steel,1,Circuit Board,1,,,,,,,,,,,,,,
hydrogen-extractor-t4,Hydrogen Extractor T4,BUILDING,4,1200,Gas Giant;Terrestrial Planet;Oceanic Planet,MUD;ONI;USTUR,STRUCTURE,4,Lock Mechanism,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Magnet,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
hydrogen-extractor-t5,Hydrogen Extractor T5,BUILDING,5,1500,Gas Giant;Terrestrial Planet;Oceanic Planet,MUD;ONI;USTUR,STRUCTURE,5,Quantum Data Processor,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,,,,,
iridium-ore-extractor-t1,Iridium Ore Extractor T1,BUILDING,1,300,Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,1,Platinum Alloy,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Lock Mechanism,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
iridium-ore-extractor-t2,Iridium Ore Extractor T2,BUILDING,2,600,Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,2,Platinum Alloy,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Lock Mechanism,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
iridium-ore-extractor-t3,Iridium Ore Extractor T3,BUILDING,3,900,Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,3,Platinum Alloy,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Lock Mechanism,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
iridium-ore-extractor-t4,Iridium Ore Extractor T4,BUILDING,4,1200,Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,4,Platinum Alloy,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Lock Mechanism,1,Cooling System,1,Repair Kit 3,1,,,,,,,,
iridium-ore-extractor-t5,Iridium Ore Extractor T5,BUILDING,5,1500,Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,5,Quantum Shield Core,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,,,,,
