OutputID,OutputName,OutputType,OutputTier,ConstructionTime,PlanetTypes,Factions,ResourceType,FunctionalPurpose,UsageCategory,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Ingredient9,Quantity9,CompletionStatus,ProductionSteps,NOT_USED,NEEDS_USAGE_INCREASE
superchill-xs-t4,Superchill XS T4,MISSILES,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill XS T3,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,12,FALSE,
superchill-xs-t5,Superchill XS T5,MISSILES,5,3600,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill XS T4,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,13,FALSE,
superchill-s-t1,Superchill S T1,MISSILES,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,complete,9,FALSE,
superchill-s-t2,Superchill S T2,MISSILES,2,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill S T1,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,10,FALSE,
superchill-s-t3,Superchill S T3,MISSILES,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill S T2,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,11,FALSE,
superchill-s-t4,Superchill S T4,MISSILES,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill S T3,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,12,FALSE,
superchill-s-t5,Superchill S T5,MISSILES,5,4800,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill S T4,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,13,FALSE,
superchill-m-t1,Superchill M T1,MISSILES,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,complete,9,FALSE,
superchill-m-t2,Superchill M T2,MISSILES,2,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill M T1,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,10,FALSE,
superchill-m-t3,Superchill M T3,MISSILES,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill M T2,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,11,FALSE,
superchill-m-t4,Superchill M T4,MISSILES,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill M T3,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,12,FALSE,
superchill-m-t5,Superchill M T5,MISSILES,5,6000,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill M T4,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,13,FALSE,
superchill-l-t1,Superchill L T1,MISSILES,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,,,,,,,,,,,complete,9,FALSE,
superchill-l-t2,Superchill L T2,MISSILES,2,720,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill L T1,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,,,,,,,,,complete,10,FALSE,
superchill-l-t3,Superchill L T3,MISSILES,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill L T2,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,,,,,,,,,complete,11,FALSE,
superchill-l-t4,Superchill L T4,MISSILES,4,3600,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill L T3,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,,,,,,,,,complete,12,FALSE,
superchill-l-t5,Superchill L T5,MISSILES,5,7200,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill L T4,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,,,,,,,,,complete,13,FALSE,
superchill-cap-t1,Superchill CAP T1,MISSILES,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,,,,,,,,,complete,9,FALSE,
superchill-cap-t2,Superchill CAP T2,MISSILES,2,840,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill CAP T1,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,,,,,,,complete,10,FALSE,
superchill-cap-t3,Superchill CAP T3,MISSILES,3,2100,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill CAP T2,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,,,,,,,complete,11,FALSE,
superchill-cap-t4,Superchill CAP T4,MISSILES,4,4200,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill CAP T3,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,,,,,,,complete,12,FALSE,
superchill-cap-t5,Superchill CAP T5,MISSILES,5,8400,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill CAP T4,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,,,,,,,complete,13,FALSE,
superchill-cmd-t1,Superchill CMD T1,MISSILES,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,,,,,,,complete,9,FALSE,
superchill-cmd-t2,Superchill CMD T2,MISSILES,2,960,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill CMD T1,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,,,,,complete,10,FALSE,
superchill-cmd-t3,Superchill CMD T3,MISSILES,3,2400,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill CMD T2,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,,,,,complete,11,FALSE,
superchill-cmd-t4,Superchill CMD T4,MISSILES,4,4800,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill CMD T3,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,,,,,complete,12,FALSE,
superchill-cmd-t5,Superchill CMD T5,MISSILES,5,9600,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill CMD T4,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,,,,,complete,13,FALSE,
superchill-class8-t1,Superchill CLASS8 T1,MISSILES,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,,,,,complete,9,FALSE,
superchill-class8-t2,Superchill CLASS8 T2,MISSILES,2,1080,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill CLASS8 T1,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,,,complete,10,FALSE,
superchill-class8-t3,Superchill CLASS8 T3,MISSILES,3,2700,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill CLASS8 T2,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,,,complete,11,FALSE,
superchill-class8-t4,Superchill CLASS8 T4,MISSILES,4,5400,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill CLASS8 T3,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,,,complete,12,FALSE,
superchill-class8-t5,Superchill CLASS8 T5,MISSILES,5,10800,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill CLASS8 T4,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,,,complete,13,FALSE,
superchill-ttn-t1,Superchill TTN T1,MISSILES,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,Titan Structural Matrix,1,,,complete,9,FALSE,
superchill-ttn-t2,Superchill TTN T2,MISSILES,2,1200,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill TTN T1,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,Titan Structural Matrix,1,complete,10,FALSE,
superchill-ttn-t3,Superchill TTN T3,MISSILES,3,3000,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill TTN T2,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,Titan Structural Matrix,1,complete,11,FALSE,
superchill-ttn-t4,Superchill TTN T4,MISSILES,4,6000,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill TTN T3,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,Titan Structural Matrix,1,complete,12,FALSE,
superchill-ttn-t5,Superchill TTN T5,MISSILES,5,12000,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Superchill TTN T4,1,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,Titan Structural Matrix,1,complete,13,FALSE,
heat-xxxs-t1,Heat XXXS T1,MISSILES,1,60,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,complete,9,FALSE,
heat-xxxs-t2,Heat XXXS T2,MISSILES,2,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat XXXS T1,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,10,FALSE,
heat-xxxs-t3,Heat XXXS T3,MISSILES,3,300,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat XXXS T2,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,11,FALSE,
heat-xxxs-t4,Heat XXXS T4,MISSILES,4,600,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat XXXS T3,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,12,FALSE,
heat-xxxs-t5,Heat XXXS T5,MISSILES,5,1200,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat XXXS T4,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,13,FALSE,
heat-xxs-t1,Heat XXS T1,MISSILES,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,complete,9,FALSE,
heat-xxs-t2,Heat XXS T2,MISSILES,2,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat XXS T1,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,10,FALSE,
heat-xxs-t3,Heat XXS T3,MISSILES,3,600,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat XXS T2,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,11,FALSE,
heat-xxs-t4,Heat XXS T4,MISSILES,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat XXS T3,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,12,FALSE,
heat-xxs-t5,Heat XXS T5,MISSILES,5,2400,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat XXS T4,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,13,FALSE,
heat-xs-t1,Heat XS T1,MISSILES,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,complete,9,FALSE,
heat-xs-t2,Heat XS T2,MISSILES,2,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat XS T1,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,10,FALSE,
heat-xs-t3,Heat XS T3,MISSILES,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat XS T2,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,11,FALSE,
heat-xs-t4,Heat XS T4,MISSILES,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat XS T3,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,12,FALSE,
heat-xs-t5,Heat XS T5,MISSILES,5,3600,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat XS T4,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,13,FALSE,
heat-s-t1,Heat S T1,MISSILES,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,complete,9,FALSE,
heat-s-t2,Heat S T2,MISSILES,2,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat S T1,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,10,FALSE,
heat-s-t3,Heat S T3,MISSILES,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat S T2,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,11,FALSE,
heat-s-t4,Heat S T4,MISSILES,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat S T3,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,12,FALSE,
heat-s-t5,Heat S T5,MISSILES,5,4800,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat S T4,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,13,FALSE,
heat-m-t1,Heat M T1,MISSILES,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,complete,9,FALSE,
heat-m-t2,Heat M T2,MISSILES,2,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat M T1,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,10,FALSE,
heat-m-t3,Heat M T3,MISSILES,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat M T2,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,11,FALSE,
heat-m-t4,Heat M T4,MISSILES,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat M T3,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,12,FALSE,
heat-m-t5,Heat M T5,MISSILES,5,6000,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat M T4,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,complete,13,FALSE,
heat-l-t1,Heat L T1,MISSILES,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,,,,,,,,,,,complete,9,FALSE,
heat-l-t2,Heat L T2,MISSILES,2,720,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat L T1,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,,,,,,,,,complete,10,FALSE,
heat-l-t3,Heat L T3,MISSILES,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat L T2,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,,,,,,,,,complete,11,FALSE,
heat-l-t4,Heat L T4,MISSILES,4,3600,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat L T3,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,,,,,,,,,complete,12,FALSE,
heat-l-t5,Heat L T5,MISSILES,5,7200,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat L T4,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,,,,,,,,,complete,13,FALSE,
heat-cap-t1,Heat CAP T1,MISSILES,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,,,,,,,,,complete,9,FALSE,
heat-cap-t2,Heat CAP T2,MISSILES,2,840,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat CAP T1,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,,,,,,,complete,10,FALSE,
heat-cap-t3,Heat CAP T3,MISSILES,3,2100,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat CAP T2,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,,,,,,,complete,11,FALSE,
heat-cap-t4,Heat CAP T4,MISSILES,4,4200,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat CAP T3,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,,,,,,,complete,12,FALSE,
heat-cap-t5,Heat CAP T5,MISSILES,5,8400,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat CAP T4,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,,,,,,,complete,13,FALSE,
heat-cmd-t1,Heat CMD T1,MISSILES,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,,,,,,,complete,9,FALSE,
heat-cmd-t2,Heat CMD T2,MISSILES,2,960,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat CMD T1,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,,,,,complete,10,FALSE,
heat-cmd-t3,Heat CMD T3,MISSILES,3,2400,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat CMD T2,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,,,,,complete,11,FALSE,
heat-cmd-t4,Heat CMD T4,MISSILES,4,4800,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat CMD T3,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,,,,,complete,12,FALSE,
heat-cmd-t5,Heat CMD T5,MISSILES,5,9600,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat CMD T4,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,,,,,complete,13,FALSE,
heat-class8-t1,Heat CLASS8 T1,MISSILES,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,,,,,complete,9,FALSE,
heat-class8-t2,Heat CLASS8 T2,MISSILES,2,1080,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat CLASS8 T1,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,,,complete,10,FALSE,
heat-class8-t3,Heat CLASS8 T3,MISSILES,3,2700,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,MISSILES,Heat CLASS8 T2,1,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,,,complete,11,FALSE,
