OutputID,OutputName,OutputType,OutputTier,ConstructionTime,PlanetTypes,Factions,ResourceType,FunctionalPurpose,UsageCategory,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Ingredient9,Quantity9,CompletionStatus,InternalRecipeID,ProductionSteps,NOT_USED
kinetic-scatterfire-cmd-t5,Kinetic Scatterfire CMD T5,SHIP_WEAPONS,5,9600,Volcanic Planet;Ice Planet,USTUR,,,,Kinetic Scatterfire CMD T4,1,Kinetic Payload Kit,1,Scatterfire Controller,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,complete,,11,FALSE
kinetic-scatterfire-l-t1,Kinetic Scatterfire L T1,SHIP_WEAPONS,1,360,Terrestrial Planet,MUD;ONI;USTUR,,,,Kinetic Payload Kit,1,Scatterfire Controller,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,,,complete,,5,FALSE
kinetic-scatterfire-l-t2,Kinetic Scatterfire L T2,SHIP_WEAPONS,2,720,Terrestrial Planet,MUD;ONI;USTUR,,,,Kinetic Scatterfire L T1,1,Kinetic Payload Kit,1,Scatterfire Controller,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,6,FALSE
kinetic-scatterfire-l-t3,Kinetic Scatterfire L T3,SHIP_WEAPONS,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Kinetic Scatterfire L T2,1,Kinetic Payload Kit,1,Scatterfire Controller,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,7,FALSE
kinetic-scatterfire-l-t4,Kinetic Scatterfire L T4,SHIP_WEAPONS,4,3600,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Kinetic Scatterfire L T3,1,Kinetic Payload Kit,1,Scatterfire Controller,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,8,FALSE
kinetic-scatterfire-l-t5,Kinetic Scatterfire L T5,SHIP_WEAPONS,5,7200,Volcanic Planet;Ice Planet,USTUR,,,,Kinetic Scatterfire L T4,1,Kinetic Payload Kit,1,Scatterfire Controller,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,9,FALSE
kinetic-scatterfire-m-t1,Kinetic Scatterfire M T1,SHIP_WEAPONS,1,300,Terrestrial Planet,MUD;ONI;USTUR,,,,Kinetic Payload Kit,1,Scatterfire Controller,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,,,complete,,5,FALSE
kinetic-scatterfire-m-t2,Kinetic Scatterfire M T2,SHIP_WEAPONS,2,600,Terrestrial Planet,MUD;ONI;USTUR,,,,Kinetic Scatterfire M T1,1,Kinetic Payload Kit,1,Scatterfire Controller,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,6,FALSE
kinetic-scatterfire-m-t3,Kinetic Scatterfire M T3,SHIP_WEAPONS,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Kinetic Scatterfire M T2,1,Kinetic Payload Kit,1,Scatterfire Controller,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,7,FALSE
kinetic-scatterfire-m-t4,Kinetic Scatterfire M T4,SHIP_WEAPONS,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Kinetic Scatterfire M T3,1,Kinetic Payload Kit,1,Scatterfire Controller,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,8,FALSE
kinetic-scatterfire-m-t5,Kinetic Scatterfire M T5,SHIP_WEAPONS,5,6000,Volcanic Planet;Ice Planet,USTUR,,,,Kinetic Scatterfire M T4,1,Kinetic Payload Kit,1,Scatterfire Controller,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,9,FALSE
kinetic-scatterfire-s-t1,Kinetic Scatterfire S T1,SHIP_WEAPONS,1,240,Terrestrial Planet,MUD;ONI;USTUR,,,,Kinetic Payload Kit,1,Scatterfire Controller,1,Power Regulation Module,1,,,,,,,,,,,,,complete,,5,FALSE
kinetic-scatterfire-s-t2,Kinetic Scatterfire S T2,SHIP_WEAPONS,2,480,Terrestrial Planet,MUD;ONI;USTUR,,,,Kinetic Scatterfire S T1,1,Kinetic Payload Kit,1,Scatterfire Controller,1,Power Regulation Module,1,,,,,,,,,,,complete,,6,FALSE
kinetic-scatterfire-s-t3,Kinetic Scatterfire S T3,SHIP_WEAPONS,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Kinetic Scatterfire S T2,1,Kinetic Payload Kit,1,Scatterfire Controller,1,Power Regulation Module,1,,,,,,,,,,,complete,,7,FALSE
kinetic-scatterfire-s-t4,Kinetic Scatterfire S T4,SHIP_WEAPONS,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Kinetic Scatterfire S T3,1,Kinetic Payload Kit,1,Scatterfire Controller,1,Power Regulation Module,1,,,,,,,,,,,complete,,8,FALSE
kinetic-scatterfire-s-t5,Kinetic Scatterfire S T5,SHIP_WEAPONS,5,4800,Volcanic Planet;Ice Planet,USTUR,,,,Kinetic Scatterfire S T4,1,Kinetic Payload Kit,1,Scatterfire Controller,1,Power Regulation Module,1,,,,,,,,,,,complete,,9,FALSE
kinetic-scatterfire-ttn-t1,Kinetic Scatterfire TTN T1,SHIP_WEAPONS,1,600,Terrestrial Planet,MUD;ONI;USTUR,,,,Kinetic Payload Kit,1,Scatterfire Controller,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,,,complete,,9,FALSE
kinetic-scatterfire-ttn-t2,Kinetic Scatterfire TTN T2,SHIP_WEAPONS,2,1200,Terrestrial Planet,MUD;ONI;USTUR,,,,Kinetic Scatterfire TTN T1,1,Kinetic Payload Kit,1,Scatterfire Controller,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,10,FALSE
kinetic-scatterfire-ttn-t3,Kinetic Scatterfire TTN T3,SHIP_WEAPONS,3,3000,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Kinetic Scatterfire TTN T2,1,Kinetic Payload Kit,1,Scatterfire Controller,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,11,FALSE
kinetic-scatterfire-ttn-t4,Kinetic Scatterfire TTN T4,SHIP_WEAPONS,4,6000,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Kinetic Scatterfire TTN T3,1,Kinetic Payload Kit,1,Scatterfire Controller,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,12,FALSE
kinetic-scatterfire-ttn-t5,Kinetic Scatterfire TTN T5,SHIP_WEAPONS,5,12000,Volcanic Planet;Ice Planet,USTUR,,,,Kinetic Scatterfire TTN T4,1,Kinetic Payload Kit,1,Scatterfire Controller,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,13,FALSE
kinetic-scatterfire-xs-t1,Kinetic Scatterfire XS T1,SHIP_WEAPONS,1,180,Terrestrial Planet,MUD;ONI;USTUR,,,,Kinetic Payload Kit,1,Scatterfire Controller,1,Power Regulation Module,1,,,,,,,,,,,,,complete,,5,FALSE
kinetic-scatterfire-xs-t2,Kinetic Scatterfire XS T2,SHIP_WEAPONS,2,360,Terrestrial Planet,MUD;ONI;USTUR,,,,Kinetic Scatterfire XS T1,1,Kinetic Payload Kit,1,Scatterfire Controller,1,Power Regulation Module,1,,,,,,,,,,,complete,,6,FALSE
kinetic-scatterfire-xs-t3,Kinetic Scatterfire XS T3,SHIP_WEAPONS,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Kinetic Scatterfire XS T2,1,Kinetic Payload Kit,1,Scatterfire Controller,1,Power Regulation Module,1,,,,,,,,,,,complete,,7,FALSE
kinetic-scatterfire-xs-t4,Kinetic Scatterfire XS T4,SHIP_WEAPONS,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Kinetic Scatterfire XS T3,1,Kinetic Payload Kit,1,Scatterfire Controller,1,Power Regulation Module,1,,,,,,,,,,,complete,,8,FALSE
kinetic-scatterfire-xs-t5,Kinetic Scatterfire XS T5,SHIP_WEAPONS,5,3600,Volcanic Planet;Ice Planet,USTUR,,,,Kinetic Scatterfire XS T4,1,Kinetic Payload Kit,1,Scatterfire Controller,1,Power Regulation Module,1,,,,,,,,,,,complete,,9,FALSE
kinetic-scatterfire-xxs-t1,Kinetic Scatterfire XXS T1,SHIP_WEAPONS,1,120,Terrestrial Planet,MUD;ONI;USTUR,,,,Kinetic Payload Kit,1,Scatterfire Controller,1,,,,,,,,,,,,,,,complete,,5,FALSE
kinetic-scatterfire-xxs-t2,Kinetic Scatterfire XXS T2,SHIP_WEAPONS,2,240,Terrestrial Planet,MUD;ONI;USTUR,,,,Kinetic Scatterfire XXS T1,1,Kinetic Payload Kit,1,Scatterfire Controller,1,,,,,,,,,,,,,complete,,6,FALSE
kinetic-scatterfire-xxs-t3,Kinetic Scatterfire XXS T3,SHIP_WEAPONS,3,600,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Kinetic Scatterfire XXS T2,1,Kinetic Payload Kit,1,Scatterfire Controller,1,,,,,,,,,,,,,complete,,7,FALSE
kinetic-scatterfire-xxs-t4,Kinetic Scatterfire XXS T4,SHIP_WEAPONS,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Kinetic Scatterfire XXS T3,1,Kinetic Payload Kit,1,Scatterfire Controller,1,,,,,,,,,,,,,complete,,8,FALSE
kinetic-scatterfire-xxs-t5,Kinetic Scatterfire XXS T5,SHIP_WEAPONS,5,2400,Volcanic Planet;Ice Planet,USTUR,,,,Kinetic Scatterfire XXS T4,1,Kinetic Payload Kit,1,Scatterfire Controller,1,,,,,,,,,,,,,complete,,9,FALSE
kinetic-scatterfire-xxxs-t1,Kinetic Scatterfire XXXS T1,SHIP_WEAPONS,1,60,Terrestrial Planet,MUD;ONI;USTUR,,,,Kinetic Payload Kit,1,Scatterfire Controller,1,,,,,,,,,,,,,,,complete,,5,FALSE
kinetic-scatterfire-xxxs-t2,Kinetic Scatterfire XXXS T2,SHIP_WEAPONS,2,120,Terrestrial Planet,MUD;ONI;USTUR,,,,Kinetic Scatterfire XXXS T1,1,Kinetic Payload Kit,1,Scatterfire Controller,1,,,,,,,,,,,,,complete,,6,FALSE
kinetic-scatterfire-xxxs-t3,Kinetic Scatterfire XXXS T3,SHIP_WEAPONS,3,300,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Kinetic Scatterfire XXXS T2,1,Kinetic Payload Kit,1,Scatterfire Controller,1,,,,,,,,,,,,,complete,,7,FALSE
kinetic-scatterfire-xxxs-t4,Kinetic Scatterfire XXXS T4,SHIP_WEAPONS,4,600,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Kinetic Scatterfire XXXS T3,1,Kinetic Payload Kit,1,Scatterfire Controller,1,,,,,,,,,,,,,complete,,8,FALSE
kinetic-scatterfire-xxxs-t5,Kinetic Scatterfire XXXS T5,SHIP_WEAPONS,5,1200,Volcanic Planet;Ice Planet,USTUR,,,,Kinetic Scatterfire XXXS T4,1,Kinetic Payload Kit,1,Scatterfire Controller,1,,,,,,,,,,,,,complete,,9,FALSE
shockwave-burst-cap-t1,Shockwave Burst CAP T1,SHIP_WEAPONS,1,420,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,,,complete,,7,FALSE
shockwave-burst-cap-t2,Shockwave Burst CAP T2,SHIP_WEAPONS,2,840,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Burst CAP T1,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,complete,,8,FALSE
shockwave-burst-cap-t3,Shockwave Burst CAP T3,SHIP_WEAPONS,3,2100,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Shockwave Burst CAP T2,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,complete,,9,FALSE
shockwave-burst-cap-t4,Shockwave Burst CAP T4,SHIP_WEAPONS,4,4200,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Shockwave Burst CAP T3,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,complete,,10,FALSE
shockwave-burst-cap-t5,Shockwave Burst CAP T5,SHIP_WEAPONS,5,8400,Volcanic Planet;Ice Planet,USTUR,,,,Shockwave Burst CAP T4,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,complete,,11,FALSE
shockwave-burst-class8-t1,Shockwave Burst CLASS8 T1,SHIP_WEAPONS,1,540,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,,,complete,,9,FALSE
shockwave-burst-class8-t2,Shockwave Burst CLASS8 T2,SHIP_WEAPONS,2,1080,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Burst CLASS8 T1,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,10,FALSE
shockwave-burst-class8-t3,Shockwave Burst CLASS8 T3,SHIP_WEAPONS,3,2700,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Shockwave Burst CLASS8 T2,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,11,FALSE
shockwave-burst-class8-t4,Shockwave Burst CLASS8 T4,SHIP_WEAPONS,4,5400,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Shockwave Burst CLASS8 T3,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,12,FALSE
shockwave-burst-class8-t5,Shockwave Burst CLASS8 T5,SHIP_WEAPONS,5,10800,Volcanic Planet;Ice Planet,USTUR,,,,Shockwave Burst CLASS8 T4,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,13,FALSE
shockwave-burst-cmd-t1,Shockwave Burst CMD T1,SHIP_WEAPONS,1,480,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,,,complete,,7,FALSE
shockwave-burst-cmd-t2,Shockwave Burst CMD T2,SHIP_WEAPONS,2,960,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Burst CMD T1,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,complete,,8,FALSE
shockwave-burst-cmd-t3,Shockwave Burst CMD T3,SHIP_WEAPONS,3,2400,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Shockwave Burst CMD T2,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,complete,,9,FALSE
shockwave-burst-cmd-t4,Shockwave Burst CMD T4,SHIP_WEAPONS,4,4800,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Shockwave Burst CMD T3,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,complete,,10,FALSE
shockwave-burst-cmd-t5,Shockwave Burst CMD T5,SHIP_WEAPONS,5,9600,Volcanic Planet;Ice Planet,USTUR,,,,Shockwave Burst CMD T4,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,complete,,11,FALSE
shockwave-burst-l-t1,Shockwave Burst L T1,SHIP_WEAPONS,1,360,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,,,complete,,5,FALSE
shockwave-burst-l-t2,Shockwave Burst L T2,SHIP_WEAPONS,2,720,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Burst L T1,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,6,FALSE
shockwave-burst-l-t3,Shockwave Burst L T3,SHIP_WEAPONS,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Shockwave Burst L T2,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,7,FALSE
shockwave-burst-l-t4,Shockwave Burst L T4,SHIP_WEAPONS,4,3600,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Shockwave Burst L T3,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,8,FALSE
shockwave-burst-l-t5,Shockwave Burst L T5,SHIP_WEAPONS,5,7200,Volcanic Planet;Ice Planet,USTUR,,,,Shockwave Burst L T4,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,9,FALSE
shockwave-burst-m-t1,Shockwave Burst M T1,SHIP_WEAPONS,1,300,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,,,complete,,5,FALSE
shockwave-burst-m-t2,Shockwave Burst M T2,SHIP_WEAPONS,2,600,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Burst M T1,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,6,FALSE
shockwave-burst-m-t3,Shockwave Burst M T3,SHIP_WEAPONS,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Shockwave Burst M T2,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,7,FALSE
shockwave-burst-m-t4,Shockwave Burst M T4,SHIP_WEAPONS,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Shockwave Burst M T3,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,8,FALSE
shockwave-burst-m-t5,Shockwave Burst M T5,SHIP_WEAPONS,5,6000,Volcanic Planet;Ice Planet,USTUR,,,,Shockwave Burst M T4,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,9,FALSE
shockwave-burst-s-t1,Shockwave Burst S T1,SHIP_WEAPONS,1,240,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,,,,,,,,,,,,,complete,,5,FALSE
shockwave-burst-s-t2,Shockwave Burst S T2,SHIP_WEAPONS,2,480,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Burst S T1,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,,,,,,,,,,,complete,,6,FALSE
shockwave-burst-s-t3,Shockwave Burst S T3,SHIP_WEAPONS,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Shockwave Burst S T2,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,,,,,,,,,,,complete,,7,FALSE
shockwave-burst-s-t4,Shockwave Burst S T4,SHIP_WEAPONS,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Shockwave Burst S T3,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,,,,,,,,,,,complete,,8,FALSE
shockwave-burst-s-t5,Shockwave Burst S T5,SHIP_WEAPONS,5,4800,Volcanic Planet;Ice Planet,USTUR,,,,Shockwave Burst S T4,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,,,,,,,,,,,complete,,9,FALSE
shockwave-burst-ttn-t1,Shockwave Burst TTN T1,SHIP_WEAPONS,1,600,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,,,complete,,9,FALSE
shockwave-burst-ttn-t2,Shockwave Burst TTN T2,SHIP_WEAPONS,2,1200,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Burst TTN T1,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,10,FALSE
shockwave-burst-ttn-t3,Shockwave Burst TTN T3,SHIP_WEAPONS,3,3000,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Shockwave Burst TTN T2,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,11,FALSE
shockwave-burst-ttn-t4,Shockwave Burst TTN T4,SHIP_WEAPONS,4,6000,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Shockwave Burst TTN T3,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,12,FALSE
shockwave-burst-ttn-t5,Shockwave Burst TTN T5,SHIP_WEAPONS,5,12000,Volcanic Planet;Ice Planet,USTUR,,,,Shockwave Burst TTN T4,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,13,FALSE
shockwave-burst-xs-t1,Shockwave Burst XS T1,SHIP_WEAPONS,1,180,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,,,,,,,,,,,,,complete,,5,FALSE
shockwave-burst-xs-t2,Shockwave Burst XS T2,SHIP_WEAPONS,2,360,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Burst XS T1,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,,,,,,,,,,,complete,,6,FALSE
shockwave-burst-xs-t3,Shockwave Burst XS T3,SHIP_WEAPONS,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Shockwave Burst XS T2,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,,,,,,,,,,,complete,,7,FALSE
shockwave-burst-xs-t4,Shockwave Burst XS T4,SHIP_WEAPONS,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Shockwave Burst XS T3,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,,,,,,,,,,,complete,,8,FALSE
shockwave-burst-xs-t5,Shockwave Burst XS T5,SHIP_WEAPONS,5,3600,Volcanic Planet;Ice Planet,USTUR,,,,Shockwave Burst XS T4,1,Shockwave Payload Kit,1,Burst Actuator,1,Power Regulation Module,1,,,,,,,,,,,complete,,9,FALSE
shockwave-burst-xxs-t1,Shockwave Burst XXS T1,SHIP_WEAPONS,1,120,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Payload Kit,1,Burst Actuator,1,,,,,,,,,,,,,,,complete,,4,FALSE
shockwave-burst-xxs-t2,Shockwave Burst XXS T2,SHIP_WEAPONS,2,240,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Burst XXS T1,1,Shockwave Payload Kit,1,Burst Actuator,1,,,,,,,,,,,,,complete,,5,FALSE
shockwave-burst-xxs-t3,Shockwave Burst XXS T3,SHIP_WEAPONS,3,600,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Shockwave Burst XXS T2,1,Shockwave Payload Kit,1,Burst Actuator,1,,,,,,,,,,,,,complete,,6,FALSE
shockwave-burst-xxs-t4,Shockwave Burst XXS T4,SHIP_WEAPONS,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Shockwave Burst XXS T3,1,Shockwave Payload Kit,1,Burst Actuator,1,,,,,,,,,,,,,complete,,7,FALSE
shockwave-burst-xxs-t5,Shockwave Burst XXS T5,SHIP_WEAPONS,5,2400,Volcanic Planet;Ice Planet,USTUR,,,,Shockwave Burst XXS T4,1,Shockwave Payload Kit,1,Burst Actuator,1,,,,,,,,,,,,,complete,,8,FALSE
shockwave-burst-xxxs-t1,Shockwave Burst XXXS T1,SHIP_WEAPONS,1,60,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Payload Kit,1,Burst Actuator,1,,,,,,,,,,,,,,,complete,,4,FALSE
shockwave-burst-xxxs-t2,Shockwave Burst XXXS T2,SHIP_WEAPONS,2,120,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Burst XXXS T1,1,Shockwave Payload Kit,1,Burst Actuator,1,,,,,,,,,,,,,complete,,5,FALSE
shockwave-burst-xxxs-t3,Shockwave Burst XXXS T3,SHIP_WEAPONS,3,300,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Shockwave Burst XXXS T2,1,Shockwave Payload Kit,1,Burst Actuator,1,,,,,,,,,,,,,complete,,6,FALSE
shockwave-burst-xxxs-t4,Shockwave Burst XXXS T4,SHIP_WEAPONS,4,600,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Shockwave Burst XXXS T3,1,Shockwave Payload Kit,1,Burst Actuator,1,,,,,,,,,,,,,complete,,7,FALSE
shockwave-burst-xxxs-t5,Shockwave Burst XXXS T5,SHIP_WEAPONS,5,1200,Volcanic Planet;Ice Planet,USTUR,,,,Shockwave Burst XXXS T4,1,Shockwave Payload Kit,1,Burst Actuator,1,,,,,,,,,,,,,complete,,8,FALSE
shockwave-cannon-cap-t1,Shockwave Cannon CAP T1,SHIP_WEAPONS,1,420,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,,,complete,,7,FALSE
shockwave-cannon-cap-t2,Shockwave Cannon CAP T2,SHIP_WEAPONS,2,840,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Cannon CAP T1,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,complete,,8,FALSE
shockwave-cannon-cap-t3,Shockwave Cannon CAP T3,SHIP_WEAPONS,3,2100,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Shockwave Cannon CAP T2,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,complete,,9,FALSE
