OutputID,OutputName,OutputType,OutputTier,ConstructionTime,PlanetTypes,Factions,ResourceType,FunctionalPurpose,Usage Category,ProductionSteps,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Ingredient9,Quantity9,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35
cargo-precision-building-core,Precision Building Core,Component,4,0,,,STRUCTURAL_ALLOY,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-ship-hull-alloy,Ship Hull Alloy,Component,4,0,,,STRUCTURAL_ALLOY,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-defensive-armor-alloy,Defensive Armor Alloy,Component,4,0,,,STRUCTURAL_ALLOY,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-structural-reinforcement,Structural Reinforcement,Component,4,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-iridium-alloy,Iridium Alloy,Component,5,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-platinum-alloy,Platinum Alloy,Component,4,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-quantum-alloy,Quantum Alloy,Component,5,0,,,QUANTUM_MATERIAL,REALITY_MANIPULATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-gold-quantum-matrix,Gold-Quantum Matrix,Component,5,0,,,QUANTUM_MATERIAL,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-exotic-matter-casing,Exotic-Matter Casing,Component,5,0,,,QUANTUM_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-zero-point-metal,Zero-Point Metal,Component,5,0,,,QUANTUM_MATERIAL,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-living-metal-hybrid,Living-Metal Hybrid,Component,5,0,,,QUANTUM_MATERIAL,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-phase-shifting-alloy,Phase-Shifting Alloy,Component,5,0,,,QUANTUM_MATERIAL,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-temporal-stable-metal,Temporal-Stable Metal,Component,5,0,,,QUANTUM_MATERIAL,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-quantum-building-framework,Quantum Building Framework,Component,5,0,,,QUANTUM_MATERIAL,REALITY_MANIPULATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-electronics,Electronics,Component,1,0,,,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,,0,Copper ,1,Polymer,1,,,,,,,,,,,,,,,,,,,,
cargo-circuit-board,Circuit Board,Component,3,0,,,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-copper-wire,Copper Wire,Component,1,240,Barren Planet;System Asteroid Belt,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,POWER_TRANSMISSION,,2,Copper,1,,,,,,,,,,,,,,,,,,,,,,
cargo-basic-processor,Basic Processor,Component,2,0,,,ELECTRONIC_COMPONENT,DATA_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-memory-core,Memory Core,Component,2,0,,,ELECTRONIC_COMPONENT,DATA_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-signal-amplifier,Signal Amplifier,Component,2,0,,,ELECTRONIC_COMPONENT,POWER_TRANSMISSION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-data-processor,Data Processor,Component,2,0,,,ELECTRONIC_COMPONENT,DATA_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-control-module,Control Module,Component,2,0,,,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-interface-panel,Interface Panel,Component,2,0,,,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-sensor-node,Sensor Node,Component,1,0,,,ELECTRONIC_COMPONENT,SENSOR_ARRAY,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-power-regulator,Power Regulator,Component,1,0,,,ELECTRONIC_COMPONENT,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-communication-array,Communication Array,Component,3,0,,,ELECTRONIC_COMPONENT,COMMUNICATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-navigation-computer,Navigation Computer,Component,3,0,,,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-targeting-computer,Targeting Computer,Component,3,0,,,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-diagnostic-system,Diagnostic System,Component,3,0,,,ELECTRONIC_COMPONENT,SYSTEM_INTEGRATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-security-module,Security Module,Component,3,0,,,ELECTRONIC_COMPONENT,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-processing-matrix,Processing Matrix,Component,3,0,,,ELECTRONIC_COMPONENT,DATA_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-network-hub,Network Hub,Component,2,0,,,ELECTRONIC_COMPONENT,COMMUNICATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-data-storage-unit,Data Storage Unit,Component,2,0,,,ELECTRONIC_COMPONENT,DATA_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-input-output-interface,Input Output Interface,Component,2,0,,,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-logic-circuit,Logic Circuit,Component,3,0,,,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-feedback-control-system,Feedback Control System,Component,3,0,,,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-sensor-fusion-matrix,Sensor Fusion Matrix,Component,3,0,,,ELECTRONIC_COMPONENT,SENSOR_ARRAY,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-error-correction-unit,Error Correction Unit,Component,3,0,,,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-encryption-module,Encryption Module,Component,3,0,,,ELECTRONIC_COMPONENT,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-building-computer,Building Computer,Component,2,0,,,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-extractor-control-system,Extractor Control System,Component,2,0,,,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-processor-control-matrix,Processor Control Matrix,Component,2,0,,,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-building-network-interface,Building Network Interface,Component,2,0,,,ELECTRONIC_COMPONENT,COMMUNICATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-automated-building-brain,Automated Building Brain,Component,3,0,,,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-industrial-control-matrix,Industrial Control Matrix,Component,3,0,,,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-precision-building-computer,Precision Building Computer,Component,3,0,,,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-building-diagnostic-system,Building Diagnostic System,Component,3,0,,,ELECTRONIC_COMPONENT,SYSTEM_INTEGRATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-facility-management-core,Facility Management Core,Component,3,0,,,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-integrated-building-system,Integrated Building System,Component,3,0,,,ELECTRONIC_COMPONENT,SYSTEM_INTEGRATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-ship-navigation-core,Ship Navigation Core,Component,3,0,,,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-weapon-targeting-system,Weapon Targeting System,Component,3,0,,,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-life-support-computer,Life Support Computer,Component,2,0,,,ELECTRONIC_COMPONENT,LIFE_SUPPORT,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-communications-relay,Communications Relay,Component,2,0,,,ELECTRONIC_COMPONENT,COMMUNICATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-emergency-override-system,Emergency Override System,Component,3,0,,,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-quantum-processor,Quantum Processor,Component,4,0,,,ELECTRONIC_COMPONENT,DATA_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-neural-network-core,Neural Network Core,Component,4,0,,,ELECTRONIC_COMPONENT,DATA_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-holographic-memory-matrix,Holographic Memory Matrix,Component,4,0,,,ELECTRONIC_COMPONENT,DATA_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-plasma-processing-unit,Plasma Processing Unit,Component,3,0,,,ELECTRONIC_COMPONENT,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-exotic-signal-amplifier,Exotic Signal Amplifier,Component,4,0,,,ELECTRONIC_COMPONENT,POWER_TRANSMISSION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-adaptive-ai-core,Adaptive AI Core,Component,4,0,,,ELECTRONIC_COMPONENT,DATA_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-quantum-encryption-matrix,Quantum Encryption Matrix,Component,4,0,,,ELECTRONIC_COMPONENT,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-advanced-building-computer,Advanced Building Computer,Component,4,0,,,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-quantum-extractor-brain,Quantum Extractor Brain,Component,5,0,,,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-dimensional-processor-core,Dimensional Processor Core,Component,5,0,,,ELECTRONIC_COMPONENT,REALITY_MANIPULATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-reality-building-matrix,Reality Building Matrix,Component,5,0,,,QUANTUM_MATERIAL,REALITY_MANIPULATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-temporal-facility-controller,Temporal Facility Controller,Component,5,0,,,ELECTRONIC_COMPONENT,REALITY_MANIPULATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-quantum-ship-computer,Quantum Ship Computer,Component,5,0,,,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-dimensional-navigation-core,Dimensional Navigation Core,Component,5,0,,,ELECTRONIC_COMPONENT,REALITY_MANIPULATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-consciousness-ship-interface,Consciousness Ship Interface,Component,5,0,,,ELECTRONIC_COMPONENT,CONSCIOUSNESS_INTERFACE,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-reality-weapon-computer,Reality Weapon Computer,Component,5,0,,,ELECTRONIC_COMPONENT,REALITY_MANIPULATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-particle-accelerator,Particle Accelerator,Component,5,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-super-conductor,Super Conductor,Component,5,0,,,REFINED_METAL,POWER_TRANSMISSION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-strange-emitter,Strange Emitter,Component,5,0,,,EXOTIC_ELEMENT,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-quantum-field-generator,Quantum Field Generator,Component,5,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-zero-point-energy-tap,Zero Point Energy Tap,Component,5,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-quantum-network-core,Quantum Network Core,Component,5,0,,,ELECTRONIC_COMPONENT,COMMUNICATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-quantum-building-core,Quantum Building Core,Component,5,0,,,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-graphene,Graphene,Component,1,120,Gas Giant;Terrestrial Planet,MUD;ONI;USTUR,SYNTHETIC_POLYMER,MATERIAL_PROCESSING,,1,Carbon,5,,,,,,,,,,,,,,,,,,,,,,
cargo-polymer,Polymer,Component,1,240,Gas Giant;Terrestrial Planet,MUD;ONI;USTUR,SYNTHETIC_POLYMER,MATERIAL_PROCESSING,,2,Hydrocarbon,1,,,,,,,,,,,,,,,,,,,,,,
cargo-framework-1,Framework 1,Component,1,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-framework-2,Framework 2,Component,3,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-framework-3,Framework 3,Component,4,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-reinforced-framework,Reinforced Framework,Component,2,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-advanced-framework,Advanced Framework,Component,3,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-structural-beam,Structural Beam,Component,2,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-support-matrix,Support Matrix,Component,2,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-load-bearing-frame,Load-Bearing Frame,Component,3,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-flexible-structure,Flexible Structure,Component,2,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-rigid-structure,Rigid Structure,Component,3,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-composite-structure,Composite Structure,Component,3,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-lightweight-frame,Lightweight Frame,Component,3,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-heavy-duty-structure,Heavy-Duty Structure,Component,3,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-modular-framework,Modular Framework,Component,3,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-integrated-structure,Integrated Structure,Component,3,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-structural-foundation,Structural Foundation,Component,2,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-building-frame,Building Frame,Component,3,0,,,STRUCTURAL_ALLOY,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-infrastructure-core,Infrastructure Core,Component,3,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-structural-support-system,Structural Support System,Component,3,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-complete-structural-matrix,Complete Structural Matrix,Component,3,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-basic-building-structure,Basic Building Structure,Component,1,0,,,STRUCTURAL_ALLOY,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-reinforced-building-frame,Reinforced Building Frame,Component,2,0,,,STRUCTURAL_ALLOY,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-advanced-building-structure,Advanced Building Structure,Component,3,0,,,STRUCTURAL_ALLOY,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-industrial-building-frame,Industrial Building Frame,Component,3,0,,,STRUCTURAL_ALLOY,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-precision-building-structure,Precision Building Structure,Component,3,0,,,STRUCTURAL_ALLOY,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-ship-structural-frame,Ship Structural Frame,Component,3,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-habitat-structural-core,Habitat Structural Core,Component,3,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-platform-support-matrix,Platform Support Matrix,Component,2,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-aerogel,Aerogel,Component,3,0,,,SYNTHETIC_POLYMER,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-meta-material,Meta-Material,Component,2,0,,,SYNTHETIC_POLYMER,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-smart-structure,Smart Structure,Component,4,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-adaptive-framework,Adaptive Framework,Component,4,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-pressure-resistant-structure,Pressure-Resistant Structure,Component,4,0,,,STRUCTURAL_ALLOY,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-thermal-resistant-framework,Thermal-Resistant Framework,Component,4,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-bio-integrated-structure,Bio-Integrated Structure,Component,4,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-advanced-composite,Advanced Composite,Component,4,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-intelligent-framework,Intelligent Framework,Component,4,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-multi-phase-structure,Multi-Phase Structure,Component,4,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-self-repairing-framework,Self-Repairing Framework,Component,4,0,,,STRUCTURAL_ALLOY,REPAIR_MAINTENANCE,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-ultimate-structural-matrix,Ultimate Structural Matrix,Component,4,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-advanced-building-framework,Advanced Building Framework,Component,4,0,,,STRUCTURAL_ALLOY,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-adaptive-building-structure,Adaptive Building Structure,Component,4,0,,,STRUCTURAL_ALLOY,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-intelligent-building-frame,Intelligent Building Frame,Component,4,0,,,STRUCTURAL_ALLOY,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-self-repairing-building-matrix,Self-Repairing Building Matrix,Component,4,0,,,STRUCTURAL_ALLOY,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-ultimate-building-structure,Ultimate Building Structure,Component,4,0,,,STRUCTURAL_ALLOY,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-advanced-ship-framework,Advanced Ship Framework,Component,4,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-smart-habitat-structure,Smart Habitat Structure,Component,4,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-adaptive-platform-frame,Adaptive Platform Frame,Component,4,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-extraction-chamber,Extraction Chamber,Component,1,0,,,ELECTRONIC_COMPONENT,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-purification-matrix,Purification Matrix,Component,2,0,,,ELECTRONIC_COMPONENT,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-synthesis-core,Synthesis Core,Component,2,0,,,ELECTRONIC_COMPONENT,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-stabilization-unit,Stabilization Unit,Component,1,0,,,ELECTRONIC_COMPONENT,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-molecular-separator,Molecular Separator,Component,3,0,,,ELECTRONIC_COMPONENT,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-bio-enhancement-chamber,Bio Enhancement Chamber,Component,3,0,,,ELECTRONIC_COMPONENT,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-rayanite,Rayanite,Component,4,0,,,EXOTIC_ELEMENT,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-viscovite,Viscovite,Component,5,0,,,EXOTIC_ELEMENT,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-quantum-structural-matrix,Quantum Structural Matrix,Component,5,0,,,QUANTUM_MATERIAL,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-quantum-building-structure,Quantum Building Structure,Component,5,0,,,QUANTUM_MATERIAL,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-quantum-habitat-framework,Quantum Habitat Framework,Component,5,0,,,QUANTUM_MATERIAL,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-seabed-mining-array,Seabed Mining Array,Component,2,0,,,ELECTRONIC_COMPONENT,RAW_EXTRACTION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-deep-water-resource-tap,Deep Water Resource Tap,Component,3,0,,,ELECTRONIC_COMPONENT,RAW_EXTRACTION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-oceanic-nodule-harvester,Oceanic Nodule Harvester,Component,3,0,,,ELECTRONIC_COMPONENT,RAW_EXTRACTION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-submarine-extraction-platform,Submarine Extraction Platform,Component,4,0,,,ELECTRONIC_COMPONENT,RAW_EXTRACTION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-planetary-ocean-drainer,Planetary Ocean Drainer,Component,5,0,,,ELECTRONIC_COMPONENT,RAW_EXTRACTION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-hydrothermal-vent-harvester,Hydrothermal Vent Harvester,Component,3,0,,,ELECTRONIC_COMPONENT,RAW_EXTRACTION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-abyssal-zone-extractor,Abyssal Zone Extractor,Component,4,0,,,ELECTRONIC_COMPONENT,RAW_EXTRACTION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-oceanic-building-platform,Oceanic Building Platform,Component,3,0,,,STRUCTURAL_ALLOY,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-underwater-facility-core,Underwater Facility Core,Component,4,0,,,STRUCTURAL_ALLOY,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-deep-sea-building-matrix,Deep Sea Building Matrix,Component,4,0,,,STRUCTURAL_ALLOY,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-oceanic-ship-hull,Oceanic Ship Hull,Component,4,0,,,STRUCTURAL_ALLOY,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-submarine-exploration-core,Submarine Exploration Core,Component,3,0,,,STRUCTURAL_ALLOY,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-pressure-resistance-matrix,Pressure Resistance Matrix,Component,2,0,,,STRUCTURAL_ALLOY,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-deep-water-pressure-regulator,Deep Water Pressure Regulator,Component,3,0,,,STRUCTURAL_ALLOY,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-hydrostatic-equilibrium-system,Hydrostatic Equilibrium System,Component,3,0,,,STRUCTURAL_ALLOY,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-pressure-wave-dampener,Pressure Wave Dampener,Component,4,0,,,STRUCTURAL_ALLOY,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-hydrostatic-force-distributor,Hydrostatic Force Distributor,Component,4,0,,,STRUCTURAL_ALLOY,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
